,날짜,의류/잡화,소비자물가지수_등락률,소매판매지수_증감률,동월_평균_등락률,전체_평균_대비,소비
0,2010-01,-18.0,0.007900144068397008,-0.09508196721311479,-14.599999999999998,0,0
1,2010-02,11.1,0.002015207789012319,-0.016908212560386326,1.5230769230769228,0,1
2,2010-03,4.6,0.002022847655016813,0.054054054054053946,7.538461538461538,0,1
3,2010-04,4.2,0.004025858849888042,-0.01864801864801857,6.346153846153846,0,0
4,2010-05,6.0,0.001011145849072026,0.04275534441805218,7.875,0,1
5,2010-06,-9.2,-0.0010101244659111996,-0.019362186788154934,-9.166666666666666,1,0
6,2010-07,-10.0,0.002010669332062731,0.013937282229965264,-8.758333333333333,1,0
7,2010-08,-6.8,0.005022386155380865,-0.038946162657502725,-11.649999999999999,0,0
8,2010-09,17.4,0.007963345528408272,0.06793802145411187,18.533333333333335,1,1
9,2010-10,12.1,0.0,0.01227678571428581,12.25,1,1
10,2010-11,13.0,-0.004934907313051684,0.012127894156560126,3.633333333333333,0,1
11,2010-12,-8.7,0.003969806457551739,0.035947712418300526,-6.316666666666666,1,0
12,2011-01,-13.1,0.01188525059884693,-0.034700315457413256,-14.599999999999998,0,0
13,2011-02,3.4,0.006841246828561021,-0.11982570806100223,1.5230769230769228,0,0
14,2011-03,2.9,0.003892363767268092,0.12128712871287117,7.538461538461538,0,0
15,2011-04,7.6,0.0009749209977811812,-0.012141280353200834,6.346153846153846,0,0
16,2011-05,7.6,0.0019255527567869635,0.045810055865921795,7.875,0,0
17,2011-06,-9.8,0.0019330256880119023,-0.02350427350427342,-9.166666666666666,1,0
18,2011-07,-11.6,0.0048176647708264575,-0.004376367614879695,-8.758333333333333,1,0
19,2011-08,-9.7,0.0067146123282499914,-0.03186813186813198,-11.649999999999999,0,0
20,2011-09,23.4,-0.000959132150771036,0.049943246311010325,18.533333333333335,1,1
21,2011-10,11.8,-0.0018980357536968473,0.012972972972973063,12.25,1,1
22,2011-11,-2.0,0.0009508225720857855,-0.0010672358591249376,3.633333333333333,0,0
23,2011-12,2.0,0.003810723043276454,0.04380341880341887,-6.316666666666666,1,1
24,2012-01,-13.1,0.003994322120622007,-0.0399181166837258,-14.599999999999998,0,0
25,2012-02,4.0,0.0037921132811642444,-0.08955223880597007,1.5230769230769228,0,0
26,2012-03,-0.9,0.00028387998427747974,0.07377049180327866,7.538461538461538,0,0
27,2012-04,6.9,-9.82382605279053e-05,-0.019629225736095934,6.346153846153846,0,0
28,2012-05,10.9,0.0017902952895585411,0.07007786429365948,7.875,0,0
29,2012-06,-14.4,-0.0014166003770337277,-0.03638253638253641,-9.166666666666666,1,0
30,2012-07,-7.9,-0.002258863584281734,0.01941747572815533,-8.758333333333333,1,1
31,2012-08,-17.5,0.004626389010412124,-0.05396825396825389,-11.649999999999999,0,0
32,2012-09,33.0,0.00715257743182196,0.06599552572706924,18.533333333333335,1,1
33,2012-10,8.5,-0.0018700276720857723,-0.0010493179433367361,12.25,1,1
34,2012-11,6.2,-0.0035521285697267535,0.024159663865546133,3.633333333333333,0,1
35,2012-12,-6.3,0.0017823955831368643,0.02358974358974364,-6.316666666666666,1,0
36,2013-01,-15.6,0.005999457553566456,-0.08617234468937873,-14.599999999999998,0,0
37,2013-02,3.1,0.0033431110344233073,-0.04824561403508776,1.5230769230769228,0,0
38,2013-03,6.9,-0.0009243534899717742,0.07834101382488479,7.538461538461538,0,1
39,2013-04,2.3,-0.0013878130648077303,-0.018162393162392987,6.346153846153846,0,0
40,2013-05,11.7,0.0,0.052230685527747456,7.875,0,1
41,2013-06,-12.5,-0.0012173706947631313,-0.03619441571871773,-9.166666666666666,1,0
42,2013-07,-8.9,0.0021464782655593595,0.02253218884120156,-8.758333333333333,1,0
43,2013-08,-14.9,0.0035410993552831282,-0.044071353620146914,-11.649999999999999,0,0
44,2013-09,24.1,0.0019412685814796937,0.03183315038419332,18.533333333333335,1,1
45,2013-10,13.9,-0.003050771256382534,0.03297872340425534,12.25,1,1
46,2013-11,5.5,-0.00019326991216961353,0.016477857878475888,3.633333333333333,0,1
47,2013-12,-3.9,0.0012135401005197721,0.012158054711246313,-6.316666666666666,1,1
48,2014-01,-17.5,0.005373864355511682,-0.03503503503503502,-14.599999999999998,0,0
49,2014-02,1.2,0.0026672356769443795,-0.10062240663900412,1.5230769230769228,0,0
50,2014-03,9.0,0.001840817195147837,0.10380622837370246,7.538461538461538,0,0
51,2014-04,3.0,0.0006478816394590581,-0.03343782654127481,6.346153846153846,0,0
52,2014-05,3.6,0.0016451907359840146,0.06054054054054059,7.875,0,1
53,2014-06,-9.5,-0.001282200722694915,-0.03669724770642191,-9.166666666666666,1,0
54,2014-07,-5.6,0.0014642220524572203,0.020105820105820182,-8.758333333333333,1,1
55,2014-08,-11.3,0.001748140614074245,-0.024896265560165998,-11.649999999999999,0,0
56,2014-09,15.0,-0.0006451544669014986,0.018085106382978777,18.533333333333335,1,1
57,2014-10,15.4,-0.003016192189649658,0.017763845350052376,12.25,1,1
58,2014-11,2.2,-0.0020168780850272627,0.026694045174537884,3.633333333333333,0,1
59,2014-12,-3.2,-9.57294048822277e-05,0.052000000000000046,-6.316666666666666,1,1
60,2015-01,-18.2,0.006776163223624065,-0.1045627376425855,-14.599999999999998,0,0
61,2015-02,3.3,-0.0005916972200796788,-0.013800424628450103,1.5230769230769228,0,0
62,2015-03,13.1,9.515049636843464e-05,0.06781485468245418,7.538461538461538,0,1
63,2015-04,2.4,0.0003065668738635452,-0.005040322580645129,6.346153846153846,0,0
64,2015-05,8.2,0.0028005284015852894,0.03951367781155013,7.875,0,0
65,2015-06,-16.3,0.00020023184740236566,-0.07407407407407407,-9.166666666666666,1,0
66,2015-07,-3.2,0.001801725863721959,0.030526315789473735,-8.758333333333333,1,0
67,2015-08,-10.1,0.0013988220445939614,-0.023493360572012345,-11.649999999999999,0,0
68,2015-09,15.2,-0.0025941835673699565,0.06903765690376584,18.533333333333335,1,1
69,2015-10,13.6,0.0,0.04011741682974557,12.25,1,1
70,2015-11,1.5,-0.001895415201229822,0.0,3.633333333333333,0,0
71,2015-12,-3.7,0.002996223070917514,0.02539981185324547,-6.316666666666666,1,0
72,2016-01,-15.5,0.0017040075733669724,-0.0862385321100918,-14.599999999999998,0,0
73,2016-02,-2.6,0.004284274193548487,-0.04016064257028118,1.5230769230769228,0,0
74,2016-03,13.3,-0.0025826014219991755,0.09309623430962355,7.538461538461538,0,1
75,2016-04,6.6,0.0018869309068798579,-0.022966507177033524,6.346153846153846,0,0
76,2016-05,4.7,0.0005964027497304958,0.050930460333006966,7.875,0,1
77,2016-06,-6.9,-0.00019868242183407325,-0.03634669151910519,-9.166666666666666,1,0
78,2016-07,-9.5,-0.0018826285678427146,-0.012572533849129708,-8.758333333333333,1,0
79,2016-08,-12.2,0.0025777787092244875,-0.012732615083251742,-11.649999999999999,0,0
80,2016-09,12.0,0.005957544655455171,0.01388888888888884,18.533333333333335,1,1
81,2016-10,12.1,0.0013714713185866145,0.0606653620352251,12.25,1,1
82,2016-11,6.3,-0.0014733500036315794,0.0064575645756457245,3.633333333333333,0,1
83,2016-12,-7.6,0.0010910564543782364,0.019248395967002896,-6.316666666666666,1,1
84,2017-01,-13.4,0.010628801561105128,-0.0710431654676259,-14.599999999999998,0,0
85,2017-02,5.5,0.002731959821703711,-0.07841239109390119,1.5230769230769228,0,0
86,2017-03,9.0,-0.0006862504097018274,0.1071428571428572,7.538461538461538,0,1
87,2017-04,5.9,-0.0012606979962076492,-0.014231499051233443,6.346153846153846,0,0
88,2017-05,1.6,0.0010673015742699299,0.03561116458132818,7.875,0,1
89,2017-06,-7.8,-0.0021323273122425546,-0.03159851301115235,-9.166666666666666,1,0
90,2017-07,-7.3,0.0016540302862191325,0.006717850287907945,-8.758333333333333,1,0
91,2017-08,-11.7,0.005733392137355464,-0.03431839847473794,-11.649999999999999,0,0
92,2017-09,21.9,0.0011625772501988596,0.08094768015794673,18.533333333333335,1,1
93,2017-10,-1.4,-0.0009676893615286897,-0.013698630136986356,12.25,1,0
94,2017-11,13.6,-0.007443131417151916,0.06481481481481488,3.633333333333333,0,1
95,2017-12,-9.0,0.003605658109649079,-0.01826086956521733,-6.316666666666666,1,0
96,2018-01,-16.7,0.00417613461892774,-0.06731620903454394,-14.599999999999998,0,0
97,2018-02,2.9,0.0076345993109494525,-0.03418803418803418,1.5230769230769228,0,0
98,2018-03,13.3,-0.001052045925850953,0.11406096361848572,7.538461538461538,0,1
99,2018-04,3.9,0.0018227663517331738,-0.030008826125330956,6.346153846153846,0,0
100,2018-05,1.6,0.0004851866452375564,0.0263876251137396,7.875,0,1
101,2018-06,-5.3,-0.002020630638822407,-0.03634751773049638,-9.166666666666666,1,0
102,2018-07,-7.1,-0.0019133621518743205,0.01931922723091062,-8.758333333333333,1,1
103,2018-08,-13.6,0.008844710416878065,-0.03429602888086636,-11.649999999999999,0,0
104,2018-09,18.7,0.007631055076310567,0.028037383177569986,18.533333333333335,1,1
105,2018-10,13.3,-0.0017960307719939728,0.032727272727272716,12.25,1,1
106,2018-11,-1.4,-0.0071070860947011205,0.022887323943661997,3.633333333333333,0,0
107,2018-12,-5.2,-0.0034430685593476174,0.001721170395869276,-6.316666666666666,1,0
108,2019-01,-12.9,-0.0010506323998868972,-0.05670103092783507,-14.599999999999998,0,0
109,2019-02,-2.1,0.004318191011690509,-0.09107468123861562,1.5230769230769228,0,0
110,2019-03,12.0,-0.0019131818227589026,0.16232464929859725,7.538461538461538,0,1
111,2019-04,-0.1,0.003631924617386817,-0.039655172413793016,6.346153846153846,0,0
112,2019-05,6.1,0.001718921201033341,0.04667863554757612,7.875,0,0
113,2019-06,-7.6,-0.0016156223658331248,-0.05660377358490565,-9.166666666666666,1,0
114,2019-07,-9.0,-0.0030555527635666158,0.00454545454545463,-8.758333333333333,1,0
115,2019-08,-7.9,0.0023995080000402957,0.009049773755656076,-11.649999999999999,0,0
116,2019-09,8.8,0.003711340206185465,0.016143497757847403,18.533333333333335,1,1
117,2019-10,13.7,0.0024750987033288485,0.02118270079435125,12.25,1,1
118,2019-11,2.3,-0.005597704940974224,0.04062229904926529,3.633333333333333,0,1
119,2019-12,-5.7,0.0023924166423738846,0.009966777408637828,-6.316666666666666,1,0
120,2020-01,-15.9,0.0037204544770805814,-0.08059210526315785,-14.599999999999998,0,0
121,2020-02,-10.5,0.000699370566490165,-0.12522361359570666,1.5230769230769228,0,0
122,2020-03,-13.8,-0.0021964856230032304,0.09304703476482623,7.538461538461538,0,0
123,2020-04,19.5,-0.0044026415849509615,0.018709073900841977,6.346153846153846,0,1
124,2020-05,31.4,-0.000603015075376856,0.08723599632690537,7.875,0,1
125,2020-06,-10.1,0.0027152051488334994,-0.01266891891891897,-9.166666666666666,1,0
126,2020-07,-14.4,-0.0008023267475679718,-0.05132591958939259,-8.758333333333333,1,0
127,2020-08,-13.0,0.005620796948710316,0.007213706041478751,-11.649999999999999,0,0
128,2020-09,9.9,0.00548956981734694,0.056401074306177135,18.533333333333335,1,1
129,2020-10,17.9,-0.005558864403414576,-0.01864406779661021,12.25,1,1
130,2020-11,-0.9,-0.00089838291076072,0.02763385146804831,3.633333333333333,0,0
131,2020-12,-16.4,0.0023978419422518993,0.0008403361344537785,-6.316666666666666,1,0
132,2021-01,-10.2,0.007076647064686581,-0.05793450881612083,-14.599999999999998,0,0
133,2021-02,10.6,0.005344418052256383,-0.053475935828877,1.5230769230769228,0,0
134,2021-03,17.0,0.0025595589683009567,0.1252354048964217,7.538461538461538,0,0
135,2021-04,2.2,0.001374705420267075,-0.005020920502092019,6.346153846153846,0,0
136,2021-05,1.1,0.0006864090998235373,0.032800672834314426,7.875,0,1
137,2021-06,-0.6,0.0,-0.02687296416938112,-9.166666666666666,1,0
138,2021-07,-10.6,0.0020578147966683336,0.0058577405857740406,-8.758333333333333,1,0
139,2021-08,-11.1,0.004791707412477919,-0.030782029950083167,-11.649999999999999,0,0
140,2021-09,23.0,0.004087591240875987,0.05321888412017173,18.533333333333335,1,1
141,2021-10,16.1,0.0017446932247746627,0.018744906275468542,12.25,1,1
142,2021-11,-2.7,0.005031446540880502,-0.0023999999999999577,3.633333333333333,0,0
143,2021-12,-8.1,0.0016366612111293755,0.020048115477145245,-6.316666666666666,1,1
144,2022-01,-9.7,0.006247597078046896,-0.07625786163522019,-14.599999999999998,0,0
145,2022-02,-10.1,0.005826726525933745,-0.08170212765957441,1.5230769230769228,0,0
146,2022-03,11.6,0.007217473884140624,0.13067655236329934,7.538461538461538,0,0
147,2022-04,18.1,0.0074486139920799666,-0.021311475409836023,6.346153846153846,0,0
