날짜,경기_합계,경기_종합소매,경기_ 백화점,경기_ 대형마트/유통전문점,경기_ 슈퍼마켓,경기_ 편의점,경기_ 면세점,경기_전자상거래/통신판매,경기_식료품,경기_ 일반식료품,경기_ 건강보조식품,경기_의류/잡화,경기_ 의복/직물,경기_ 복식잡화,경기_ 시계/귀금속/안경,경기_ 화장품,경기_연료,경기_가구/가전,경기_ 가구,경기_ 가전제품/정보통신기기,경기_의료/보건,경기_ 종합병원,경기_ 일반병의원/기타의료기관,경기_자동차,경기_ 국산자동차신품,경기_ 기타운송수단,경기_ 자동차 부품 및 정비,경기_여행/교통,경기_ 여행사/자동차임대,경기_ 항공사,경기_ 대중교통,경기_오락/문화,경기_ 스포츠/오락/여가,경기_ 서적/문구,경기_교육,경기_숙박/음식,경기_ 숙박,경기_ 음식점,경기_공과금/개인 및 전문 서비스,경기_금융/보험,경기_기타
2012/11,59359.17,12850.88,2556.35,7305.36,2554.62,434.46,0.08,1208.47,1023.11,924.4,98.7,2845.96,1923.57,186.19,269.29,466.92,7890.33,1838.13,242.17,1595.96,4536.43,986.56,3549.88,5357.42,3906.27,159.66,1291.48,351.29,20.26,0.03,330.99,3252.6,2657.72,594.87,2400.59,7169.86,200.66,6969.2,4822.15,4.21,3807.74
2012/12,61067.1,13908.8,2727.11,7958.46,2788.97,434.15,0.11,1294.04,1068.65,974.14,94.51,2727.66,1752.39,200.39,275.57,499.31,7639.96,1535.78,236.84,1298.94,4413.29,963.57,3449.71,6478.21,4939.22,130.43,1408.55,357.9,16.14,0.02,341.74,2730.17,2047.08,683.09,2359.61,8044.32,230.21,7814.11,4716.37,4.14,3788.22
2013/01,56255.53,12404.09,2075.45,7008.03,2901.57,418.95,0.09,1274.76,1053.28,951.52,101.76,2338.42,1448.38,148.22,288.71,453.12,7418.61,1327.89,221.25,1106.64,4967.59,1103.6,3864.0,4378.1,3046.56,114.13,1217.41,326.87,15.23,0.0,311.64,2448.47,1883.95,564.52,2383.35,7261.2,202.0,7059.2,4703.13,3.74,3966.01
2013/02,51909.57,11653.7,1823.22,6761.9,2678.54,389.97,0.08,1182.01,1156.4,1049.48,106.92,2194.68,1374.26,127.06,269.52,423.85,6732.9,1325.44,230.54,1094.9,4322.22,952.59,3369.62,4496.06,3338.63,110.29,1047.13,296.27,13.48,0.0,282.79,2110.59,1597.83,512.76,2202.99,6207.6,169.55,6038.04,4499.59,3.58,3525.55
2013/03,59020.01,12151.72,2064.78,6874.08,2762.46,450.3,0.1,1259.9,1003.53,897.06,106.48,2574.19,1536.95,180.0,340.91,516.33,7631.7,1763.07,295.35,1467.72,4766.11,1032.49,3733.62,5662.35,4273.65,168.74,1219.97,342.12,18.96,0.0,323.16,3122.55,2374.97,747.58,2434.83,7615.83,202.37,7413.46,4653.49,4.53,4034.1
2013/04,59103.14,12849.13,2318.29,7159.83,2913.78,457.13,0.09,1324.67,996.77,896.9,99.86,2638.61,1634.77,177.61,328.18,498.05,7466.64,1591.91,286.65,1305.25,4561.23,1014.01,3547.22,5659.23,4317.22,164.45,1177.56,360.45,18.11,0.0,342.35,3152.05,2549.13,602.92,2166.4,7649.18,201.09,7448.09,4625.34,4.2,4057.33
2013/05,62425.48,13478.28,2328.67,7551.27,3089.77,508.48,0.09,1356.82,1119.28,995.92,123.36,3097.21,1983.67,209.03,365.99,538.52,7443.1,1903.21,280.14,1623.07,4723.14,1063.03,3660.1,5777.06,4220.46,215.42,1341.19,379.5,21.74,0.0,357.76,3542.05,2984.37,557.69,2333.99,8248.36,205.38,8042.97,4718.17,4.24,4301.08
2013/06,59184.61,12612.86,1941.33,7017.1,3151.05,503.28,0.1,1809.77,1067.72,963.17,104.55,2611.97,1542.59,205.67,345.55,518.16,7252.91,1938.7,288.26,1650.44,4481.56,1009.01,3472.55,4626.52,3073.42,196.93,1356.18,356.84,16.86,0.0,339.98,3208.88,2725.71,483.16,2231.37,7818.88,204.61,7614.27,4601.31,4.03,4561.29
2013/07,62967.49,13610.2,2032.13,7763.3,3252.29,562.36,0.11,2389.22,1051.85,945.21,106.64,2337.1,1310.25,187.26,333.96,505.62,7570.94,2045.11,279.76,1765.35,4702.26,1090.22,3612.04,5389.03,3788.41,191.89,1408.72,392.36,17.04,0.0,375.33,3021.0,2428.78,592.22,2447.39,8450.19,216.96,8233.23,4696.07,3.92,4860.85
2013/08,61773.12,12676.66,1691.03,7181.98,3241.38,562.15,0.12,2592.47,1105.34,1000.96,104.38,2038.08,1055.63,155.95,345.06,481.44,8038.45,1918.87,280.25,1638.63,4714.22,1063.61,3650.61,4839.64,3189.32,199.31,1451.01,383.7,20.07,0.0,363.63,3067.27,2550.64,516.63,2392.28,8609.68,243.58,8366.1,4661.77,4.04,4730.65
2013/09,59568.4,13875.33,2161.83,7795.56,3361.21,556.63,0.1,2715.76,1468.21,1324.12,144.09,2402.67,1469.25,168.81,294.43,470.18,7289.98,1491.96,284.92,1207.04,4237.72,931.97,3305.76,3821.0,2435.14,157.13,1228.72,377.95,24.29,0.0,353.66,3104.31,2576.06,528.26,2149.32,7541.5,205.01,7336.49,4337.06,4.07,4751.56
2013/10,62925.3,13021.13,2405.83,7001.91,3052.01,561.27,0.11,2964.47,1111.96,994.23,117.73,2864.16,1857.8,200.71,307.19,498.46,7592.7,1733.76,333.33,1400.43,4889.78,1036.92,3852.87,4754.82,3205.2,174.77,1374.86,405.66,20.63,0.03,385.01,3494.09,2962.58,531.51,2259.79,8060.77,216.63,7844.15,4744.17,4.44,5023.58
2013/11,61726.85,13350.81,2635.24,7188.3,3016.15,511.03,0.1,3059.82,1111.05,1003.56,107.49,2871.93,1931.32,184.09,277.71,478.81,7522.44,1905.85,276.77,1629.08,4671.43,1013.56,3657.87,4488.77,2907.77,141.64,1439.35,393.57,18.46,0.0,375.11,3185.72,2666.69,519.03,2249.7,7435.26,208.4,7226.86,4632.04,4.03,4844.42
2013/12,64043.51,14390.45,3011.61,7741.84,3110.65,526.25,0.09,3455.46,1125.93,1029.43,96.5,2787.44,1784.24,202.55,294.77,505.88,7481.69,1610.96,303.51,1307.45,4725.31,1055.82,3669.48,4664.9,3103.78,131.63,1429.49,423.86,14.25,0.06,409.55,2905.65,2244.1,661.56,2217.92,8641.26,238.5,8402.77,4624.69,4.49,4983.51
2014/01,60023.25,13118.07,2294.14,7058.34,3292.25,473.24,0.11,3298.59,1441.14,1307.34,133.81,2334.65,1419.95,146.9,305.24,462.57,7192.39,1429.4,271.15,1158.25,5048.97,1105.78,3943.19,4153.14,2798.03,120.21,1234.89,378.95,15.24,0.0,363.71,2461.6,1911.48,550.12,2295.34,7543.25,199.74,7343.51,4685.53,4.86,4637.36
2014/02,54452.95,11442.75,2114.39,6192.03,2627.2,466.74,42.39,3262.07,931.24,841.74,89.5,2199.56,1337.77,133.23,287.46,441.1,6345.3,1378.54,272.83,1105.71,4678.22,1065.04,3613.17,3591.08,2432.25,134.87,1023.97,459.2,31.52,41.12,386.56,2248.19,1727.47,520.72,2204.2,6746.86,192.74,6554.13,4456.55,144.22,4364.95
2014/03,63042.73,13224.99,2435.11,7139.44,3121.19,529.09,0.15,4079.44,1126.07,1016.72,109.35,2635.64,1599.92,185.93,357.59,492.2,7266.28,1872.99,379.8,1493.19,4885.61,1075.61,3810.0,4196.36,2761.32,187.56,1247.49,407.17,22.71,0.02,384.44,3213.03,2453.4,759.63,2348.61,8253.24,209.94,8043.3,4650.32,5.65,4877.34
2014/04,61075.15,13537.16,2257.74,6407.02,4338.32,533.92,0.17,3853.57,1086.43,981.68,104.75,2671.16,1656.85,187.02,340.3,487.0,6942.09,1586.1,309.47,1276.63,4682.11,1055.28,3626.83,3866.97,2415.28,177.93,1273.75,408.15,23.58,0.14,384.43,3066.28,2525.32,540.96,2047.68,7789.79,194.32,7595.47,4598.8,5.12,4933.75
2014/05,64962.63,14732.23,2388.0,7032.92,4735.01,576.17,0.13,3773.56,1217.9,1093.25,124.66,2810.37,1714.12,197.04,376.5,522.71,7236.21,1784.64,333.02,1451.62,4732.98,1033.47,3699.51,3917.94,2371.77,192.71,1353.46,417.69,23.56,0.01,394.12,3393.1,2855.49,537.61,2276.18,8667.72,213.63,8454.09,4632.81,4.73,5364.56
2014/06,63794.46,14777.28,2187.09,6962.67,5011.81,615.56,0.14,3898.19,1155.37,1055.57,99.8,2460.34,1422.07,193.29,357.91,487.07,7025.25,1897.03,341.6,1555.42,4510.34,995.65,3514.69,4032.71,2559.5,188.61,1284.59,411.83,21.87,0.0,389.96,3158.05,2662.56,495.5,2122.89,8492.58,214.75,8277.83,4666.48,4.56,5181.58
2014/07,67610.56,14356.72,2015.81,6871.3,4823.63,645.61,0.37,4455.33,1158.56,1047.01,111.55,2302.34,1229.83,185.89,374.74,511.89,7448.66,1946.42,338.08,1608.34,5042.55,1130.78,3911.77,5579.68,3935.68,191.28,1452.71,666.27,22.39,0.0,643.88,3096.27,2513.91,582.36,2495.98,8941.73,216.68,8725.06,4562.16,4.6,5553.28
2014/08,66098.6,14260.92,1910.96,6885.49,4838.6,625.07,0.81,4088.55,1249.46,1132.47,116.99,2071.29,1052.23,158.85,364.3,495.9,7488.78,1751.62,376.12,1375.49,5013.85,1080.81,3933.04,4603.12,2999.97,193.54,1409.6,674.0,27.98,0.01,646.01,3229.02,2702.18,526.83,2492.99,9184.43,249.49,8934.94,4514.47,4.43,5471.68
2014/09,65666.87,14959.28,2195.51,7073.41,5022.77,667.01,0.58,4440.81,1454.02,1321.43,132.59,2272.85,1320.84,169.06,316.94,466.0,6898.12,1624.95,353.63,1271.32,4557.9,946.51,3611.39,5547.5,4110.32,179.16,1258.03,629.84,25.21,0.0,604.62,3080.94,2545.92,535.01,2162.91,8011.17,204.25,7806.93,4525.48,4.39,5496.7
2014/10,72117.83,15134.75,2703.02,6876.84,4867.64,655.83,31.42,5666.46,1253.98,1127.14,126.85,2983.69,1855.24,205.88,328.68,593.9,6914.94,1898.32,384.01,1514.31,5283.44,1118.96,4164.47,5583.89,4050.4,194.26,1339.24,950.67,64.57,114.25,771.85,3249.65,2705.13,544.53,2244.9,8894.78,264.78,8630.0,5214.91,505.26,6338.18
2014/11,67341.69,14744.7,2676.63,6836.58,4641.11,589.97,0.41,4539.65,1224.07,1114.09,109.98,2743.74,1757.95,182.33,294.12,509.34,6785.76,1966.19,348.21,1617.98,4861.86,1018.76,3843.1,6311.42,4763.17,144.09,1404.16,673.11,26.44,0.0,646.67,3103.73,2585.77,517.96,2151.41,8123.29,206.68,7916.61,4552.83,4.85,5555.09
2014/12,73115.7,16825.07,3549.85,7583.27,4984.58,661.34,46.04,5673.85,1244.72,1135.04,109.69,2702.52,1689.84,202.64,308.86,501.18,6665.94,1659.97,406.15,1253.82,4956.58,1116.56,3840.02,7676.39,6012.54,153.28,1510.57,759.54,43.57,41.37,674.59,2810.46,2151.97,658.5,2339.09,9105.96,254.07,8851.9,4649.44,164.45,5881.71
2015/01,64717.79,13853.55,2289.72,6387.07,4646.23,529.88,0.64,4831.06,1235.53,1125.19,110.35,2210.63,1247.27,152.09,332.43,478.85,5799.13,1626.59,499.1,1127.48,5366.13,1158.62,4207.51,5484.13,4108.0,130.78,1245.35,617.87,19.18,0.0,598.69,2584.5,2013.14,571.36,2457.61,8462.96,217.13,8245.84,4724.09,5.11,5458.89
2015/02,60008.82,14348.78,2236.57,6744.84,4811.74,555.32,0.3,4428.84,1494.66,1352.52,142.14,2044.89,1183.03,133.14,300.3,428.42,5036.28,1579.09,492.27,1086.82,4520.02,974.24,3545.78,4904.36,3688.68,130.98,1084.7,590.38,19.02,0.0,571.35,2212.24,1705.06,507.18,2244.07,7302.92,178.15,7124.77,4361.65,4.73,4935.91
2015/03,68457.04,15147.98,2534.79,6988.43,4942.35,681.76,0.65,4612.83,1197.32,1078.78,118.55,2650.43,1579.22,184.3,400.06,486.84,6199.89,2048.35,594.98,1453.38,5262.41,1125.43,4136.98,5765.46,4213.67,200.62,1351.18,633.8,24.76,0.0,609.04,3192.67,2424.85,767.82,2471.73,8701.47,212.54,8488.93,4769.32,5.87,5797.5
2015/04,67032.54,14744.21,2426.65,6636.33,4927.5,753.37,0.36,4763.86,1217.81,1092.22,125.58,2644.66,1605.1,184.89,375.37,479.3,5714.73,1736.14,538.14,1198.01,5148.22,1124.83,4023.4,6138.47,4584.31,203.62,1350.55,745.78,23.38,0.0,722.41,3174.77,2599.56,575.21,2152.69,8558.5,201.29,8357.21,4701.09,6.51,5585.08
2015/05,71309.37,16317.8,2635.14,7538.45,5297.29,846.49,0.44,4383.46,1406.77,1255.99,150.78,2979.55,1781.63,212.25,439.04,546.63,6184.1,1957.05,577.66,1379.39,5113.87,1095.99,4017.88,5719.92,4007.85,220.74,1491.32,689.2,28.96,0.0,660.23,3652.77,3095.23,557.54,2392.84,9757.84,230.65,9527.18,4836.58,6.02,5911.61
2015/06,67023.07,15582.55,2087.33,6925.43,5645.88,923.48,0.44,5166.52,1317.12,1181.22,135.89,2322.84,1291.94,181.9,363.18,485.82,5829.73,1931.42,535.61,1395.81,4385.93,832.11,3553.82,5839.36,4221.79,219.36,1398.21,672.14,19.58,0.0,652.56,3053.62,2556.23,497.39,2144.98,8491.86,193.23,8298.63,4667.96,6.07,5610.98
2015/07,71963.4,15693.86,2168.42,7140.04,5410.49,974.33,0.58,5769.45,1278.28,1138.25,140.03,2314.73,1245.17,177.36,392.48,499.71,6270.59,2264.07,570.94,1693.13,5115.48,1061.59,4053.9,6401.52,4557.91,224.36,1619.26,748.38,22.98,0.11,725.28,3225.72,2635.11,590.61,2542.7,9448.51,214.82,9233.69,4739.11,6.11,6144.89
2015/08,69284.73,13775.38,2180.66,7108.59,3482.67,1002.03,1.43,5187.19,1293.14,1168.74,124.4,2125.15,1079.98,153.89,414.19,477.08,6300.67,2252.42,642.97,1609.45,5295.79,1210.09,4085.7,5620.71,3882.04,192.4,1546.26,748.5,31.76,29.55,687.2,3332.48,2717.55,614.93,2540.35,9932.38,262.0,9670.39,4603.99,164.55,6112.01
2015/09,70164.9,16586.88,2347.65,7333.42,5899.44,1004.24,2.13,4904.91,1749.99,1561.74,188.25,2332.28,1341.35,159.92,346.8,484.21,5859.82,1801.59,562.01,1239.58,5128.46,1136.77,3991.69,6216.67,4580.56,203.4,1432.71,791.38,36.76,21.93,732.69,3139.75,2529.63,610.12,2221.33,8537.85,209.2,8328.65,4491.32,157.7,6244.96
2015/10,72131.54,15792.95,3042.91,6715.39,5036.88,994.85,2.92,5288.54,1226.47,1096.11,130.36,2815.44,1749.36,184.79,370.56,510.73,5848.46,2121.77,669.9,1451.87,5773.31,1218.83,4554.47,6005.34,4228.92,206.68,1569.74,843.4,36.09,24.44,782.88,3580.53,2951.5,629.03,2447.12,8928.45,230.47,8697.98,4773.13,182.21,6504.42
2015/11,71340.12,16441.39,3076.96,7173.18,5230.07,955.07,6.11,5576.48,1259.02,1157.73,101.29,2706.25,1738.15,174.57,327.5,466.03,5686.81,2238.32,606.82,1631.51,5292.58,1164.05,4128.53,6429.53,4737.26,165.23,1527.04,769.29,27.94,24.76,716.59,3123.53,2561.79,561.74,2196.56,8786.98,230.63,8556.36,4625.52,162.28,6045.57
2015/12,74091.02,16399.97,3007.16,7048.24,5376.61,960.72,7.25,6210.17,1305.6,1192.13,113.47,2692.38,1563.01,181.65,359.1,588.62,5747.33,1914.18,582.7,1331.47,5689.12,1290.75,4398.36,6840.36,5004.35,191.91,1644.09,872.34,32.67,27.47,812.2,2945.44,2200.02,745.43,2499.56,9640.11,245.62,9394.5,4805.2,179.64,6349.63
2016/01,68665.56,15281.68,2370.85,6694.49,5312.04,898.51,5.8,5352.14,1353.16,1234.37,118.79,2274.34,1299.72,144.77,371.89,457.96,5441.73,1762.34,593.14,1169.2,5884.01,1292.67,4591.35,5240.95,3590.85,135.74,1514.36,750.06,34.17,31.18,684.71,2535.33,1874.99,660.34,2637.23,9067.81,226.19,8841.62,4863.76,175.41,6045.6
2016/02,65162.95,15450.1,2324.31,6820.17,5421.06,880.58,3.98,5125.12,1460.67,1329.45,131.22,2045.47,1163.59,126.15,346.23,409.49,4760.69,1778.94,608.26,1170.69,5175.26,1153.88,4021.38,5380.37,3984.93,147.24,1248.2,732.46,31.91,24.84,675.7,2404.71,1787.2,617.52,2416.45,8026.63,193.95,7832.68,4539.8,164.49,5701.79
2016/03,73018.79,15661.71,2424.64,6829.5,5374.73,1029.51,3.33,5838.15,1222.03,1103.94,118.09,2523.7,1447.97,173.89,416.63,485.22,5220.04,2173.79,652.47,1521.32,5886.67,1323.86,4562.81,7197.35,5460.96,234.44,1501.94,774.85,38.19,33.42,703.23,3308.99,2449.48,859.51,2654.23,9179.56,219.21,8960.35,4924.45,185.9,6267.38
2016/04,72286.89,15474.18,2453.79,6608.88,5353.46,1055.08,2.96,5641.82,1260.02,1138.7,121.32,2664.39,1593.64,180.7,409.21,480.84,5128.32,2154.36,610.04,1544.32,5666.17,1247.91,4418.26,7218.67,5461.02,236.45,1521.21,877.03,43.66,28.53,804.85,3347.68,2704.15,643.53,2350.55,9289.25,214.99,9074.26,4901.43,175.92,6137.09
2016/05,77072.12,17436.59,2809.7,7629.25,5801.58,1193.63,2.42,6056.21,1361.06,1226.76,134.3,2850.33,1707.56,215.65,431.84,495.28,5571.96,2173.64,691.9,1481.75,5439.81,1159.53,4280.28,7185.72,5469.08,235.2,1481.44,800.73,37.15,0.35,763.23,3774.95,3178.25,596.7,2516.68,10429.26,234.92,10194.34,5360.34,7.48,6107.36
2016/06,74727.42,15987.71,2247.96,6934.12,5580.06,1222.84,2.73,5937.09,1285.21,1167.0,118.2,2523.98,1424.3,208.76,400.7,490.22,5709.48,2067.09,666.21,1400.88,5447.07,1159.56,4287.51,7612.49,5882.75,240.86,1488.88,864.14,35.05,0.38,828.71,3422.73,2865.08,557.65,2499.27,9829.38,225.87,9603.51,5248.23,7.53,6286.02
2016/07,76899.93,16137.71,2254.24,7039.8,5577.57,1263.73,2.37,6476.08,1279.13,1158.47,120.66,2326.95,1219.35,202.62,401.93,503.05,6036.2,2570.89,699.74,1871.15,5760.55,1219.86,4540.69,7197.46,5369.05,207.04,1621.37,868.8,33.22,0.35,835.23,3380.11,2746.83,633.28,2773.83,10430.97,240.59,10190.38,5408.08,7.76,6245.41
2016/08,75973.91,17167.58,2301.87,7500.58,5978.66,1385.18,1.29,6356.48,1232.2,1121.48,110.72,2068.92,1029.88,181.45,397.61,459.98,6166.81,2530.38,753.91,1776.46,5517.14,1184.63,4332.51,5499.45,3731.76,210.51,1557.18,720.99,35.07,0.38,685.54,3505.51,2906.5,599.02,2729.81,10859.28,291.69,10567.59,5295.1,7.53,6316.73
2016/09,73400.08,17164.31,2445.99,7425.27,5977.4,1313.55,2.1,6177.35,1637.98,1451.85,186.13,2308.53,1297.89,191.94,352.56,466.13,5656.01,1897.35,689.14,1208.21,5316.56,1096.46,4220.1,5856.56,4215.1,225.11,1416.34,709.1,39.96,0.37,668.77,3335.92,2749.52,586.4,2536.36,9309.29,220.6,9088.69,5356.17,9.04,6129.55
2016/10,77568.96,17762.93,3033.98,7494.8,5883.74,1348.08,2.33,6474.57,1426.44,1294.77,131.68,2756.59,1705.22,212.02,367.89,471.46,5960.39,2030.85,765.9,1264.96,5799.72,1133.82,4665.9,6378.34,4601.1,259.89,1517.35,704.74,40.2,0.33,664.21,3801.98,3215.39,586.6,2548.35,10233.34,245.54,9987.8,5485.48,10.96,6194.27
2016/11,77273.28,17192.48,2987.42,7308.17,5637.73,1256.88,2.28,7126.18,1379.15,1262.49,116.65,2733.3,1732.79,193.82,323.14,483.56,6009.89,1981.48,654.78,1326.7,5733.3,1146.73,4586.56,7195.38,5398.41,200.07,1596.89,788.25,39.0,0.32,748.94,3403.04,2829.08,573.96,2491.7,9342.18,232.09,9110.09,5378.97,10.51,6507.47
2016/12,81649.22,17184.74,2931.38,7221.84,5779.05,1250.13,2.34,8559.27,1424.81,1300.59,124.22,2612.61,1540.15,197.95,363.84,510.66,6222.64,1726.53,642.98,1083.55,6402.69,1258.08,5144.61,8881.59,6990.89,244.32,1646.39,839.22,39.49,0.45,799.29,3002.58,2282.29,720.3,2723.29,10430.0,245.91,10184.09,5425.82,12.26,6201.16
2017/01,81390.24,18435.82,2566.52,7882.67,6782.15,1202.31,2.18,10543.57,1809.23,1655.62,153.61,2317.65,1333.96,172.14,353.52,458.03,6073.01,1640.99,617.69,1023.3,5745.74,1174.98,4570.76,7083.23,5518.57,157.21,1407.45,707.47,39.46,0.5,667.51,2643.98,2032.35,611.63,2520.97,9683.48,225.09,9458.39,5617.85,11.49,6555.75
2017/02,75661.0,14438.41,2242.8,6048.99,5039.9,1104.09,2.64,11286.65,1125.13,1014.81,110.32,2198.2,1209.92,158.67,383.4,446.21,5681.58,1835.05,686.72,1148.34,5769.45,1130.22,4639.23,6473.28,4996.21,174.09,1302.99,690.31,39.41,0.51,650.38,2531.85,1924.04,607.81,2789.21,8947.17,203.54,8743.63,5504.16,10.91,6379.63
2017/03,86035.84,17206.69,2542.45,7346.47,5996.6,1318.04,3.13,12375.77,1357.24,1229.96,127.28,2675.11,1505.24,205.97,451.7,512.19,6362.81,2037.8,722.19,1315.6,6251.84,1215.34,5036.5,7740.89,5967.19,260.72,1512.98,717.06,50.31,0.61,666.15,3593.27,2782.85,810.43,2912.04,10288.68,221.56,10067.12,5858.5,13.79,6644.36
2017/04,83562.41,16762.48,2458.79,7124.36,5862.46,1313.11,3.76,11932.47,1382.01,1246.2,135.81,2804.29,1669.23,200.57,442.14,492.34,6136.3,1962.95,635.4,1327.54,6154.29,1184.31,4969.98,6867.86,5104.75,231.4,1531.71,785.9,47.93,0.54,737.43,3551.32,2948.96,602.36,2555.31,10267.9,222.28,10045.62,5921.38,12.85,6465.09
2017/05,89588.25,19209.15,2887.17,8082.81,6726.29,1508.72,4.16,12746.22,1487.91,1344.36,143.55,2920.28,1723.76,225.39,479.45,491.68,6258.82,2344.4,692.36,1652.04,6049.95,1170.73,4879.22,7044.51,5255.05,242.35,1547.1,720.12,50.32,0.49,669.31,3972.41,3352.31,620.1,2698.47,11306.82,245.71,11061.11,6020.34,12.58,6796.28
2017/06,85555.01,17144.89,2227.53,7150.99,6223.47,1538.27,4.62,12581.32,1391.14,1267.71,123.42,2549.34,1405.89,215.59,446.45,481.41,6042.13,2073.5,632.31,1441.2,6145.81,1203.41,4942.41,7649.96,5834.52,262.96,1552.48,819.14,47.31,0.46,771.37,3541.85,2960.7,581.15,2693.69,10537.67,224.92,10312.75,5759.8,14.39,6610.38
