부산_합계,부산_종합소매,부산_ 백화점,부산_ 대형마트/유통전문점,부산_ 슈퍼마켓,부산_ 편의점,부산_ 면세점,부산_전자상거래/통신판매,부산_식료품,부산_ 일반식료품,부산_ 건강보조식품,부산_의류/잡화,부산_ 의복/직물,부산_ 복식잡화,부산_ 시계/귀금속/안경,부산_ 화장품,부산_연료,부산_가구/가전,부산_ 가구,부산_ 가전제품/정보통신기기,부산_의료/보건,부산_ 종합병원,부산_ 일반병의원/기타의료기관,부산_자동차,부산_ 국산자동차신품,부산_ 기타운송수단,부산_ 자동차 부품 및 정비,부산_여행/교통,부산_ 여행사/자동차임대,부산_ 항공사,부산_ 대중교통,부산_오락/문화,부산_ 스포츠/오락/여가,부산_ 서적/문구,부산_교육,부산_숙박/음식,부산_ 숙박,부산_ 음식점,부산_공과금/개인 및 전문 서비스,부산_금융/보험,부산_기타
17980.27,4810.05,1395.73,1938.71,1002.88,325.36,147.35,61.58,347.92,296.32,51.6,789.57,413.99,69.81,146.11,159.67,1302.28,732.52,93.72,638.79,2313.19,511.17,1802.02,1044.32,518.72,82.56,443.04,542.85,17.37,275.21,250.27,602.55,522.02,80.54,504.32,3015.28,193.07,2822.21,810.22,33.13,1070.49
17608.17,4675.54,1301.16,1850.9,1004.97,356.29,162.22,58.41,366.25,315.7,50.55,679.95,316.07,62.05,149.14,152.7,1296.33,580.89,88.24,492.65,2371.76,525.26,1846.49,997.73,495.16,88.98,413.59,488.04,19.61,201.6,266.83,592.02,513.28,78.75,535.57,3213.21,277.73,2935.49,682.44,34.34,1035.69
17391.61,4744.33,1426.53,1843.12,984.58,336.01,154.09,53.07,438.75,372.46,66.29,782.84,418.9,65.43,136.63,161.89,1271.11,520.53,93.94,426.59,2340.79,503.84,1836.95,1073.83,575.5,76.33,422.0,487.67,20.65,180.82,286.2,614.91,517.94,96.97,494.33,2725.6,176.9,2548.71,731.12,36.33,1076.4
17680.78,5144.86,1736.86,1952.6,947.21,345.18,163.0,56.02,410.22,361.63,48.58,824.97,489.65,67.09,127.31,140.92,1257.23,531.27,87.62,443.64,2145.44,440.71,1704.73,1011.03,574.26,62.4,374.37,470.96,18.28,191.64,261.04,688.55,621.73,66.82,434.55,2966.18,223.23,2742.96,657.43,31.85,1050.23
17641.27,4960.9,1793.5,1780.45,905.32,313.15,168.49,38.71,348.24,301.99,46.25,906.73,559.38,70.01,122.51,154.83,1323.4,520.72,84.44,436.28,2365.45,507.74,1857.71,1144.28,659.08,78.57,406.63,499.88,19.06,213.36,267.46,697.66,625.79,71.86,456.87,2690.79,175.93,2514.86,625.07,34.89,1027.68
18626.33,4986.83,1810.55,1783.88,917.51,312.41,162.48,42.06,413.04,365.47,47.56,852.72,493.15,69.39,133.06,157.12,1466.02,514.29,79.53,434.76,2505.13,534.29,1970.84,1259.25,763.26,70.09,425.91,516.2,20.12,221.92,274.15,670.4,581.71,88.7,487.31,3105.36,210.6,2894.77,687.52,34.42,1085.77
17750.91,4786.57,1511.97,1824.9,956.76,314.38,178.56,65.07,387.69,346.14,41.54,701.38,376.94,58.94,125.17,140.33,1460.26,533.8,82.9,450.9,2516.06,525.81,1990.26,825.26,370.86,63.66,390.74,605.51,19.56,348.68,237.26,574.34,497.88,76.46,504.62,2954.27,215.63,2738.63,762.97,34.19,1038.93
16227.08,4557.42,1427.52,1793.43,914.49,284.03,137.95,54.57,460.58,406.24,54.34,658.09,350.94,52.17,119.95,135.04,1393.79,493.3,82.55,410.75,2174.13,445.68,1728.45,730.17,323.51,64.5,342.17,471.52,18.43,209.92,243.17,515.14,441.45,73.69,497.57,2568.81,182.73,2386.08,644.96,35.52,971.5
17870.62,4756.74,1497.65,1823.33,953.14,322.09,160.53,68.7,363.18,318.82,44.36,804.95,439.65,65.68,150.51,149.11,1489.22,579.03,105.93,473.1,2414.87,504.67,1910.2,967.81,475.83,94.15,397.82,503.98,20.49,235.12,248.37,681.85,547.16,134.69,536.92,2826.14,162.89,2663.25,749.9,40.63,1086.7
17518.36,4814.8,1624.9,1774.16,923.23,331.8,160.71,63.82,369.11,328.11,41.0,823.52,469.1,67.32,148.34,138.77,1402.47,593.22,100.83,492.39,2287.79,480.34,1807.46,838.25,374.86,74.57,388.83,534.67,19.42,239.27,275.99,658.6,582.29,76.31,456.1,2909.12,163.93,2745.18,692.6,38.3,1035.97
18482.94,4981.11,1616.39,1850.23,969.49,361.6,183.4,65.57,408.75,359.27,49.48,867.64,485.87,71.46,153.36,156.95,1423.5,627.53,104.23,523.3,2403.94,507.16,1896.78,932.17,449.46,75.63,407.08,535.3,21.24,238.25,275.81,696.35,621.74,74.61,498.65,3203.71,210.2,2993.51,695.53,39.38,1103.81
17529.66,4619.68,1365.34,1760.12,968.74,369.82,155.65,61.17,372.92,329.3,43.62,791.15,424.6,68.84,146.3,151.41,1382.49,607.01,96.1,510.91,2351.01,500.98,1850.02,908.97,418.23,76.99,413.75,526.12,20.7,213.02,292.4,622.82,551.69,71.13,499.55,2976.8,194.26,2782.54,690.76,38.58,1080.63
18771.18,5052.37,1506.95,1961.95,1034.93,388.14,160.4,68.57,369.76,328.92,40.84,752.18,393.03,67.14,148.06,143.95,1491.56,734.48,87.75,646.73,2400.05,523.77,1876.28,1023.6,471.61,73.57,478.42,592.25,22.02,301.62,268.61,600.27,520.93,79.34,529.99,3210.53,222.1,2988.42,782.76,38.51,1124.3
18261.82,4840.62,1360.41,1856.96,1066.47,401.87,154.92,65.98,395.89,356.54,39.35,649.65,294.14,61.45,149.46,144.6,1492.47,528.15,87.45,440.7,2466.41,547.16,1919.25,965.71,451.59,75.77,438.34,553.02,20.96,242.48,289.58,578.15,497.04,81.1,568.77,3357.28,265.17,3092.1,660.79,42.14,1096.79
18691.27,5263.6,1612.56,2035.4,1091.95,381.06,142.63,338.83,549.56,486.45,63.11,739.05,392.84,64.3,133.2,148.71,1442.8,481.8,87.45,394.36,2304.66,487.36,1817.3,920.09,446.01,62.33,411.75,508.19,23.23,188.81,296.15,634.15,540.35,93.8,499.25,2981.73,182.23,2799.5,752.18,88.75,1186.63
18684.34,5142.08,1754.03,1854.48,985.3,385.8,162.47,66.32,389.97,350.3,39.67,876.36,521.92,71.42,137.62,145.4,1476.05,507.48,99.88,407.6,2466.11,508.54,1957.57,1168.52,662.68,77.19,428.65,551.16,21.26,245.9,284.0,711.41,640.11,71.31,493.88,3003.14,185.2,2817.94,699.06,42.1,1090.7
18239.36,4962.89,1786.32,1759.03,905.68,358.82,153.04,61.22,388.28,345.9,42.37,877.76,524.89,70.85,129.12,152.9,1442.3,504.15,88.04,416.11,2532.51,534.15,1998.36,1046.18,546.46,75.54,424.19,513.17,20.76,198.72,293.69,694.85,621.76,73.1,494.83,2912.82,178.5,2734.32,648.64,43.18,1116.58
19089.81,5212.47,1885.22,1843.97,970.96,364.75,147.57,70.18,441.53,400.52,41.01,827.71,473.57,71.17,135.34,147.64,1403.11,508.45,86.91,421.54,2578.83,543.24,2035.59,1072.12,580.7,69.19,422.24,502.23,24.94,204.81,272.48,674.78,588.49,86.29,508.18,3387.86,221.35,3166.51,709.28,42.94,1150.12
18752.1,4898.45,1548.9,1828.7,1008.23,357.18,155.44,97.23,492.53,439.6,52.94,729.27,371.76,62.74,141.71,153.06,1360.45,568.02,95.84,472.18,2748.4,566.87,2181.54,917.44,423.35,64.39,429.71,578.89,25.68,294.98,258.22,599.02,512.49,86.52,565.58,3170.87,224.13,2946.74,868.67,45.7,1111.57
16596.37,4434.74,1432.53,1636.05,900.1,324.6,141.46,64.75,429.85,387.61,42.24,657.14,336.12,54.45,132.08,134.5,1250.47,497.06,88.96,408.1,2311.14,460.76,1850.38,749.36,354.27,56.36,338.73,482.43,23.24,194.07,265.13,557.21,481.85,75.36,539.17,2858.77,198.91,2659.86,703.59,46.01,1014.68
18593.92,4925.16,1651.23,1787.93,975.44,366.0,144.56,74.18,405.7,363.23,42.48,823.12,439.08,68.14,157.76,158.14,1387.59,580.2,106.02,474.17,2622.11,540.19,2081.92,915.97,419.21,80.27,416.49,497.72,24.65,206.08,267.0,706.63,568.89,137.74,583.64,3090.95,173.91,2917.04,793.24,52.42,1135.28
17736.17,4739.69,1553.45,1718.32,943.1,370.75,154.08,73.06,385.58,343.77,41.8,779.97,419.08,65.88,144.23,150.79,1339.32,549.02,95.48,453.54,2529.52,535.29,1994.23,823.22,374.24,67.35,381.63,547.32,25.28,215.85,306.19,641.34,563.86,77.47,495.33,2963.92,178.53,2785.39,719.93,50.44,1098.52
19154.11,5036.63,1674.01,1816.83,997.48,400.69,147.62,73.34,426.7,375.39,51.31,834.25,439.6,75.53,159.78,159.33,1441.18,605.21,91.0,514.21,2658.79,562.21,2096.58,989.65,477.32,75.85,436.48,553.61,26.41,220.88,306.32,699.05,621.39,77.66,555.16,3286.89,196.0,3090.9,753.58,44.08,1195.98
18225.68,4717.09,1479.92,1711.08,989.1,404.98,132.01,65.43,394.15,350.23,43.92,767.31,397.46,69.16,147.49,153.21,1355.4,550.75,90.79,459.96,2570.66,536.59,2034.07,1010.35,504.98,80.15,425.23,521.49,23.94,204.03,293.52,635.35,563.63,71.73,538.35,3151.09,204.33,2946.76,739.13,34.94,1174.19
18812.32,4819.83,1431.01,1792.29,1025.86,429.34,141.33,79.51,385.21,342.77,42.45,723.62,362.91,67.55,145.77,147.39,1341.99,572.21,94.01,478.21,2646.57,575.18,2071.39,1136.57,607.4,68.99,460.18,574.63,27.55,256.24,290.83,613.29,534.5,78.79,575.04,3275.18,217.63,3057.55,860.6,34.04,1174.03
19168.84,4885.03,1427.04,1826.7,1080.01,436.98,114.28,74.57,426.98,382.51,44.47,656.02,300.66,62.11,149.15,144.1,1434.7,570.29,96.13,474.16,2717.27,589.5,2127.76,1197.45,665.12,65.35,466.97,501.37,27.78,161.74,311.84,588.17,509.32,78.85,623.13,3497.36,266.37,3230.99,735.42,34.57,1226.51
17998.24,5104.07,1625.12,1925.67,1036.0,410.76,106.52,67.88,511.15,457.48,53.67,667.83,347.42,57.14,130.24,133.03,1316.9,485.0,87.7,397.3,2384.69,501.28,1883.41,986.53,514.37,57.53,414.63,429.73,23.21,140.29,266.23,606.55,519.18,87.37,529.26,2924.79,166.23,2758.56,803.12,33.1,1147.65
19056.74,5036.88,1699.06,1789.55,1001.24,418.52,128.52,69.9,415.44,372.81,42.62,804.7,460.7,67.76,133.35,142.89,1399.56,511.99,100.52,411.46,2758.12,568.62,2189.49,1093.79,575.1,66.22,452.47,548.58,28.13,214.34,306.11,687.33,615.49,71.85,529.15,3183.62,204.01,2979.61,784.14,32.57,1200.97
18994.3,5096.11,1831.96,1815.87,924.68,396.04,127.56,68.8,409.24,367.19,42.05,813.51,473.96,67.5,128.88,143.17,1401.27,527.9,88.48,439.42,2741.22,574.4,2166.82,1031.94,528.47,61.72,441.75,553.67,28.18,202.82,322.68,702.55,629.35,73.2,543.28,3092.49,187.57,2904.92,726.8,30.24,1255.26
20018.43,5324.66,1917.3,1877.79,980.32,406.33,142.93,71.71,467.22,424.09,43.13,774.65,423.83,67.45,136.91,146.46,1471.34,515.45,98.97,416.48,2759.15,574.85,2184.3,1162.87,659.79,65.19,437.9,569.52,29.31,238.92,301.28,696.53,607.31,89.22,551.41,3546.76,230.77,3315.99,814.05,27.69,1265.42
18887.28,5155.15,1557.79,2024.69,1059.22,388.67,124.78,76.99,576.15,517.34,58.81,644.92,320.24,56.88,126.26,141.54,1495.07,521.56,76.7,444.86,2789.16,580.34,2208.82,705.82,243.57,50.68,411.57,508.62,29.08,197.33,282.22,578.93,501.52,77.41,551.4,3161.08,207.78,2953.3,888.62,28.22,1205.59
15924.0,4092.42,1100.29,1570.42,1036.64,352.41,32.65,107.27,379.31,335.46,43.85,547.95,258.25,45.95,115.8,127.95,1383.82,601.63,139.52,462.1,2564.8,507.79,2057.01,754.6,329.34,55.96,369.31,229.6,16.13,-24.92,238.39,457.91,388.48,69.43,483.56,2398.14,143.41,2254.73,740.35,34.89,1147.74
14837.11,4108.59,964.61,1706.04,1090.27,347.28,0.39,88.03,390.6,350.08,40.52,456.48,213.12,39.69,98.83,104.85,1269.49,575.17,151.75,423.43,2200.04,437.05,1762.99,1309.88,883.1,64.91,361.88,187.45,12.38,11.29,163.79,395.45,331.79,63.66,197.15,1859.89,61.59,1798.3,697.53,35.66,1065.71
15510.67,4168.62,1254.88,1644.92,940.35,329.23,-0.77,82.42,382.08,340.82,41.26,526.83,266.99,44.16,99.31,116.37,1115.75,570.7,161.77,408.93,2348.9,496.17,1852.73,1425.54,980.68,72.25,372.61,243.67,11.39,37.44,194.85,467.98,407.25,60.72,272.84,2045.74,73.23,1972.5,710.77,37.97,1110.87
18301.44,4866.27,1688.72,1858.94,947.8,370.03,0.78,184.26,475.39,423.59,51.79,752.35,416.02,66.32,137.27,132.75,1053.44,711.33,210.69,500.64,2583.49,521.11,2062.38,1446.02,932.66,86.21,427.15,299.65,11.34,75.94,212.38,651.51,570.65,80.86,418.5,2816.8,130.51,2686.29,788.29,44.16,1209.98
17823.41,4655.54,1609.48,1743.15,904.1,398.28,0.54,175.05,390.58,347.62,42.96,640.93,337.26,58.45,120.85,124.37,1076.52,697.98,182.47,515.52,2585.42,545.61,2039.81,1500.1,989.38,82.81,427.91,307.79,11.02,58.05,238.72,530.02,460.96,69.07,445.89,2723.16,158.22,2564.94,782.0,41.48,1270.94
17525.9,4523.54,1440.24,1714.36,956.91,411.44,0.6,78.52,399.85,355.8,44.05,577.85,273.12,53.29,118.95,132.49,1133.52,632.98,177.5,455.49,2739.87,588.39,2151.48,936.14,405.46,72.47,458.2,380.92,14.8,122.9,243.22,510.62,443.04,67.58,490.89,2890.95,198.16,2692.79,909.82,27.62,1292.8
17979.11,4962.82,1518.86,1916.83,1085.39,440.99,0.75,80.23,433.13,392.19,40.95,523.28,241.4,49.9,112.98,118.99,1172.6,766.86,187.61,579.25,2653.0,559.63,2093.38,1030.33,502.44,74.27,453.62,303.23,12.4,55.43,235.4,487.93,419.85,68.08,524.22,3052.98,264.68,2788.3,752.09,28.71,1207.71
17108.22,4965.14,1522.44,1926.63,1102.96,410.2,2.92,75.01,567.44,506.63,60.8,522.81,247.67,45.72,102.84,126.59,1117.26,602.82,167.08,435.74,2688.99,540.52,2148.47,1033.01,492.39,79.48,461.14,273.21,11.7,43.76,217.75,458.48,385.14,73.34,480.24,2257.8,112.85,2144.95,820.1,29.08,1216.81
17057.68,4869.85,1750.35,1771.17,927.67,415.28,5.37,72.51,428.92,384.81,44.11,625.75,347.57,52.06,106.29,119.83,1107.57,549.0,167.6,381.4,2518.9,520.32,1998.58,1005.05,495.96,79.52,429.56,321.24,11.84,99.14,210.26,559.67,498.83,60.84,460.1,2569.73,163.81,2405.92,777.76,28.21,1163.42
17731.7,5138.95,1945.94,1826.06,950.14,409.45,7.36,76.08,429.66,392.18,37.48,636.37,359.96,55.41,105.49,115.5,1139.41,609.74,156.81,452.93,2616.32,539.1,2077.22,1000.19,502.05,75.3,422.83,325.67,11.08,74.54,240.04,551.49,490.64,60.85,485.11,2725.62,172.41,2553.21,740.67,26.38,1230.06
16665.67,4741.74,1448.42,1786.1,1082.06,420.6,4.56,85.31,509.9,465.79,44.12,535.87,259.2,49.52,105.29,121.86,1255.75,540.38,144.32,396.06,2856.68,562.97,2293.71,1213.62,666.1,83.42,464.1,224.49,9.51,12.61,202.37,374.25,303.47,70.78,496.67,1818.04,128.81,1689.22,828.07,26.43,1158.45
16587.93,4766.64,1496.12,1798.78,1072.59,393.56,5.6,85.53,504.86,463.56,41.31,499.37,232.2,42.71,111.55,112.91,1326.36,611.86,156.9,454.96,2878.04,569.09,2308.95,849.08,331.19,74.92,442.98,242.43,9.59,64.44,168.4,365.1,296.32,68.78,536.36,1857.49,117.04,1740.45,902.71,23.23,1138.88
15999.27,4685.12,1552.31,1830.27,940.21,359.22,3.11,59.48,530.23,483.86,46.37,488.36,228.73,44.04,107.96,107.63,1289.06,517.35,135.3,382.05,2542.06,513.35,2028.71,746.89,314.48,65.58,366.82,273.26,8.63,78.67,185.95,431.52,366.27,65.25,528.34,2031.91,154.69,1877.21,776.03,26.96,1072.71
18263.68,5113.39,1862.36,1847.68,982.19,416.99,4.17,47.53,450.13,414.79,35.34,620.6,309.8,56.88,130.42,123.5,1431.21,595.27,151.25,444.01,2886.55,582.03,2304.52,902.44,391.48,89.21,421.75,340.14,10.06,120.37,209.71,599.35,495.33,104.02,576.42,2591.03,174.73,2416.3,870.05,29.48,1210.1
17412.72,4850.72,1698.57,1750.74,980.48,416.68,4.25,42.32,459.1,421.38,37.73,605.54,300.42,54.84,126.25,124.04,1350.56,522.63,132.64,389.99,2860.03,585.48,2274.55,955.33,415.08,101.38,438.87,339.24,10.07,106.21,222.96,525.46,455.83,69.63,518.38,2357.19,163.76,2193.43,824.21,27.04,1174.96
18471.06,5386.23,1968.59,1944.65,1018.96,446.85,7.19,43.01,506.91,465.51,41.4,645.75,326.73,62.56,132.12,124.34,1326.25,643.16,150.05,493.11,2819.2,562.52,2256.69,858.82,347.7,89.04,422.08,355.19,11.4,117.1,226.69,581.21,509.55,71.66,548.48,2693.76,191.28,2502.48,828.35,25.89,1208.85
18245.76,4938.57,1701.06,1787.39,991.74,451.92,6.46,44.48,454.83,416.52,38.31,608.24,300.07,57.67,125.82,124.68,1332.42,645.39,136.21,509.19,2932.78,601.0,2331.79,999.64,459.72,81.62,458.3,377.49,9.18,131.92,236.38,558.87,493.71,65.15,549.92,2673.66,202.08,2471.58,844.87,27.52,1257.07
18423.0,4977.21,1593.32,1864.41,1049.09,464.12,6.27,47.56,457.69,419.37,38.32,585.24,275.58,54.76,128.29,126.61,1427.84,604.49,125.79,478.7,3001.81,631.9,2369.91,1056.08,450.12,92.04,513.92,304.24,10.47,59.35,234.42,536.03,463.97,72.07,567.9,2599.7,216.46,2383.24,944.36,23.57,1289.28
17232.26,4950.88,1450.45,1930.98,1093.05,470.69,5.7,49.59,471.85,437.89,33.96,488.34,208.22,44.18,129.51,106.44,1358.09,607.4,129.91,477.5,2853.16,595.73,2257.43,894.85,380.22,83.36,431.26,280.43,9.3,62.78,208.36,469.37,404.6,64.77,558.19,2317.22,210.54,2106.68,757.1,22.71,1153.08
17901.52,5262.8,1814.35,1920.43,1057.37,463.26,7.39,48.58,669.26,611.27,57.99,602.67,290.53,54.06,134.83,123.25,1321.07,481.3,123.86,357.44,2686.87,553.98,2132.89,904.06,377.82,77.1,449.14,311.7,9.85,87.1,214.76,541.27,464.99,76.28,517.85,2425.25,173.47,2251.78,872.8,23.88,1232.16
19365.95,5405.2,2122.28,1837.91,975.18,463.67,6.15,50.42,490.43,447.73,42.71,710.45,380.17,62.89,138.18,129.21,1489.94,526.63,138.76,387.88,3076.16,622.51,2453.65,1035.46,474.78,77.54,483.14,393.94,12.1,137.46,244.38,636.27,565.17,71.1,514.76,2869.77,209.51,2660.27,857.32,26.16,1283.03
19180.86,5460.05,2256.98,1825.01,919.73,451.91,6.43,57.33,484.57,445.96,38.61,682.62,383.39,57.6,120.25,121.37,1473.9,528.25,120.15,408.1,2918.09,592.68,2325.41,1084.35,575.73,68.17,440.46,411.56,11.0,148.14,252.42,593.54,531.29,62.24,491.76,2935.77,216.39,2719.38,755.03,24.83,1279.2
18741.03,5206.58,2022.0,1770.9,969.01,439.77,4.89,62.24,518.51,478.24,40.27,622.83,316.93,57.32,120.53,128.05,1517.92,465.4,122.24,343.15,3027.73,619.53,2408.2,1173.67,645.78,63.09,464.81,334.02,10.45,81.69,241.87,528.19,453.45,74.74,481.34,2606.42,219.78,2386.64,852.66,25.63,1317.89
19207.0,5604.52,2095.8,1997.86,1074.04,430.6,6.21,71.22,678.99,624.61,54.38,576.16,278.04,51.11,122.89,124.12,1516.54,555.59,134.02,421.57,3171.28,622.2,2549.07,933.49,427.38,60.04,446.07,381.75,8.22,142.75,230.79,496.33,426.29,70.04,524.53,2490.62,213.77,2276.85,945.17,19.65,1241.15
16082.47,4448.75,1654.9,1553.53,839.4,395.54,5.37,81.27,428.59,394.41,34.18,469.82,223.28,40.15,108.24,98.15,1396.28,495.37,115.07,380.3,2731.41,495.28,2236.13,747.59,347.45,53.84,346.3,304.39,8.03,105.59,190.77,430.71,369.33,61.38,486.35,2096.71,198.6,1898.11,788.75,19.91,1156.56
18777.69,5187.32,1881.06,1803.82,1025.37,470.7,6.38,91.56,476.93,436.34,40.58,573.89,287.71,47.46,118.44,120.28,1712.07,442.49,111.25,331.25,3270.67,544.16,2726.51,917.9,442.15,71.04,404.71,343.3,9.31,134.84,199.15,550.34,458.51,91.84,528.95,2392.59,173.23,2219.36,931.9,24.9,1332.88
19522.04,5244.59,2059.87,1749.41,972.17,455.72,7.42,93.61,503.59,459.82,43.77,644.2,340.24,55.55,124.35,124.06,1762.91,442.25,110.88,331.37,3092.68,603.87,2488.81,810.98,295.39,80.12,435.47,471.67,12.36,212.94,246.36,629.27,556.93,72.33,488.21,2945.0,199.55,2745.45,934.45,22.61,1436.02
