울산_합계,울산_종합소매,울산_ 백화점,울산_ 대형마트/유통전문점,울산_ 슈퍼마켓,울산_ 편의점,울산_ 면세점,울산_전자상거래/통신판매,울산_식료품,울산_ 일반식료품,울산_ 건강보조식품,울산_의류/잡화,울산_ 의복/직물,울산_ 복식잡화,울산_ 시계/귀금속/안경,울산_ 화장품,울산_연료,울산_가구/가전,울산_ 가구,울산_ 가전제품/정보통신기기,울산_의료/보건,울산_ 종합병원,울산_ 일반병의원/기타의료기관,울산_자동차,울산_ 국산자동차신품,울산_ 기타운송수단,울산_ 자동차 부품 및 정비,울산_여행/교통,울산_ 여행사/자동차임대,울산_ 항공사,울산_ 대중교통,울산_오락/문화,울산_ 스포츠/오락/여가,울산_ 서적/문구,울산_교육,울산_숙박/음식,울산_ 숙박,울산_ 음식점,울산_공과금/개인 및 전문 서비스,울산_금융/보험,울산_기타
4894.72,1158.16,198.6,555.58,294.79,108.49,0.7,19.21,144.14,135.56,8.58,191.14,97.48,14.24,39.38,40.05,618.49,181.21,28.0,153.21,572.51,142.55,429.95,178.54,0.68,12.68,165.18,9.29,3.63,0.0,5.66,175.55,147.96,27.59,198.99,979.29,34.0,945.29,182.1,1.1,285.0
4740.65,1100.1,176.37,514.84,297.8,110.64,0.46,14.95,152.27,144.14,8.14,156.1,67.18,12.64,39.56,36.73,624.35,146.65,32.04,114.6,597.32,149.72,447.6,169.68,1.02,14.01,154.65,9.15,3.02,0.0,6.13,171.65,145.75,25.9,191.15,985.79,36.64,949.14,148.1,0.91,272.49
4697.61,1124.17,221.32,507.68,281.46,113.07,0.65,12.08,167.13,153.03,14.1,182.75,93.96,13.37,34.96,40.46,621.3,128.76,33.57,95.19,574.24,132.9,441.34,172.4,0.56,14.1,157.73,11.02,3.49,0.0,7.53,169.76,141.49,28.27,193.59,894.06,32.17,861.88,162.19,1.29,282.86
4645.15,1174.11,233.85,552.55,276.92,110.25,0.55,14.31,172.95,163.81,9.14,189.63,109.84,13.14,32.92,33.72,608.76,134.29,32.96,101.33,516.45,120.12,396.33,141.19,0.44,10.97,129.78,9.3,3.32,0.0,5.98,180.54,160.35,20.19,177.71,904.07,33.29,870.78,158.52,0.79,262.55
4686.7,1100.89,250.34,488.55,254.67,106.67,0.67,12.51,145.52,137.78,7.74,211.28,127.18,12.75,32.56,38.79,646.71,136.0,28.76,107.24,581.08,140.46,440.62,161.0,0.39,11.19,149.42,9.34,3.01,0.0,6.33,182.07,159.49,22.58,185.23,888.3,34.36,853.95,146.59,0.88,279.31
4972.29,1125.68,243.74,507.59,269.28,104.55,0.53,13.55,177.74,170.17,7.56,197.38,109.54,13.36,35.76,38.73,683.13,129.24,29.95,99.29,638.11,150.25,487.86,164.81,0.48,11.7,152.62,10.14,3.16,0.0,6.99,176.24,149.71,26.53,196.04,998.45,36.23,962.22,165.42,1.02,295.33
4766.74,1098.85,198.64,512.07,280.78,106.88,0.48,16.73,166.67,158.95,7.72,157.95,77.49,10.97,34.77,34.71,638.05,136.13,31.15,104.98,632.52,137.16,495.37,140.41,0.46,8.68,131.27,9.49,3.23,0.0,6.26,151.83,128.8,23.02,202.2,934.63,32.13,902.5,204.15,1.0,276.11
4291.9,1051.43,200.33,495.07,260.18,95.54,0.3,12.68,181.27,167.6,13.67,155.35,78.17,10.37,33.12,33.69,598.67,126.47,30.32,96.15,529.75,116.24,413.51,130.85,0.77,7.84,122.24,9.32,2.89,0.0,6.42,135.02,113.6,21.42,177.66,791.88,27.08,764.8,140.96,0.85,249.75
4742.85,1076.84,202.89,497.76,264.27,111.52,0.41,16.35,140.33,132.18,8.15,185.23,93.91,13.01,40.35,37.96,653.11,143.79,34.96,108.82,599.06,130.11,468.94,158.9,0.49,12.41,146.01,10.94,3.99,0.0,6.95,185.21,141.35,43.86,207.25,916.19,29.53,886.66,161.28,1.06,287.3
4681.34,1100.11,220.92,496.12,269.06,113.53,0.47,15.19,145.29,137.65,7.64,190.19,101.14,13.07,40.49,35.49,625.81,141.1,32.33,108.77,573.16,128.67,444.5,153.26,0.85,11.5,140.91,10.45,3.46,0.0,6.99,168.9,145.44,23.46,188.93,935.72,31.26,904.46,156.25,0.94,276.04
4942.77,1143.65,211.49,525.76,283.97,122.1,0.32,15.68,161.47,150.59,10.88,198.84,105.97,12.99,40.12,39.75,663.54,148.9,32.59,116.31,599.34,136.48,462.85,164.41,0.45,13.01,150.95,10.26,3.77,0.0,6.49,175.67,154.22,21.44,197.26,1004.43,32.04,972.39,165.94,0.98,292.4
4685.38,1072.72,172.96,487.69,288.96,122.86,0.25,14.2,142.48,134.4,8.09,178.05,89.8,13.22,36.88,38.15,665.37,137.61,29.81,107.81,580.9,135.7,445.2,158.91,0.51,11.43,146.96,11.31,3.2,0.0,8.11,160.08,139.04,21.04,199.69,925.32,28.39,896.93,163.8,1.0,273.94
5076.92,1202.92,203.97,564.6,304.76,129.22,0.37,18.47,146.68,139.21,7.47,178.91,88.36,13.5,40.03,37.02,712.01,187.79,30.43,157.37,591.28,139.11,452.18,175.07,0.79,10.92,163.37,10.26,3.71,0.0,6.54,159.86,136.42,23.44,203.82,997.81,29.78,968.04,206.08,1.05,284.9
4800.74,1105.09,168.93,505.23,302.03,128.57,0.32,16.64,149.66,142.81,6.85,148.37,63.01,11.69,38.06,35.6,698.13,130.77,27.69,103.09,602.78,142.74,460.05,165.47,0.34,12.29,152.85,11.33,3.61,0.0,7.72,156.73,134.99,21.74,195.4,995.32,31.19,964.13,156.62,1.07,267.35
4755.59,1179.4,222.36,540.35,295.13,121.12,0.43,20.36,202.91,187.11,15.8,164.58,83.9,11.77,33.38,35.52,676.17,107.75,26.39,81.37,554.98,127.27,427.71,152.15,0.28,10.4,141.46,11.21,3.62,0.19,7.4,157.98,133.31,24.67,192.27,888.41,22.88,865.53,174.04,2.07,271.3
4915.27,1129.9,229.84,498.83,273.15,127.72,0.36,16.94,146.62,139.12,7.5,197.24,112.73,13.02,35.9,35.59,720.04,131.17,34.91,96.26,608.44,133.64,474.79,166.47,0.73,13.45,152.29,10.62,3.39,0.0,7.23,180.54,160.54,20.01,196.61,952.33,26.51,925.82,173.81,1.02,283.52
4834.04,1093.69,233.69,475.91,264.99,118.77,0.33,15.73,150.0,143.28,6.72,200.01,115.25,13.28,33.87,37.62,696.41,132.59,31.69,100.9,629.24,143.28,485.95,167.37,0.76,11.56,155.05,6.68,3.2,0.0,3.48,174.8,153.84,20.96,194.52,925.88,27.86,898.02,158.94,1.03,287.16
5031.89,1146.44,238.49,508.73,281.22,117.7,0.29,16.8,183.76,176.56,7.19,189.14,104.3,13.5,34.54,36.79,651.63,132.48,33.85,98.63,650.74,144.93,505.81,164.21,0.47,10.6,153.14,7.81,4.15,0.0,3.66,173.47,148.83,24.64,198.33,1037.31,31.45,1005.86,178.22,0.95,300.61
4876.18,1099.98,200.78,493.29,289.88,115.4,0.63,23.57,183.71,172.4,11.3,162.5,76.87,11.78,35.68,38.17,589.63,143.92,36.73,107.19,669.47,145.18,524.29,154.71,0.3,9.3,145.11,7.72,2.92,0.25,4.55,157.54,133.61,23.94,213.5,972.68,28.55,944.13,217.74,1.78,277.74
4263.46,994.64,185.0,452.06,254.05,103.09,0.45,13.93,168.34,158.42,9.91,149.91,74.45,10.31,33.35,31.8,524.37,154.5,34.37,120.14,551.49,113.13,438.36,128.58,0.31,8.05,120.23,6.08,2.87,0.0,3.21,143.51,122.51,21.0,188.97,847.42,24.22,823.2,146.83,1.0,243.89
4849.57,1094.1,212.91,486.19,274.06,120.43,0.52,17.47,150.94,143.42,7.51,181.65,91.95,13.06,39.85,36.79,614.94,160.29,38.83,121.45,623.32,131.94,491.38,160.12,0.34,12.03,147.75,6.86,2.99,0.0,3.87,187.22,149.11,38.11,220.01,959.69,27.51,932.19,172.91,1.24,298.82
4685.24,1080.15,200.09,481.86,274.4,123.31,0.48,17.62,146.92,140.11,6.81,166.03,83.26,12.21,36.83,33.73,606.57,140.4,35.51,104.89,614.36,132.47,481.89,151.22,0.34,12.99,137.9,6.86,3.36,0.0,3.5,170.9,147.89,23.01,196.1,935.33,28.48,906.85,167.16,1.23,284.39
5080.62,1165.9,218.12,511.08,302.33,133.79,0.58,16.92,166.22,156.37,9.85,181.71,89.91,13.8,40.32,37.67,683.1,157.44,32.76,124.68,648.57,140.24,508.33,171.15,0.47,12.26,158.41,6.96,3.66,0.0,3.3,182.68,161.11,21.57,210.57,1009.24,28.74,980.5,174.81,1.0,304.35
4793.16,1078.06,187.6,462.46,296.75,130.9,0.36,15.14,151.89,144.07,7.82,162.08,75.14,13.28,37.02,36.64,660.9,134.77,31.43,103.34,618.01,137.3,480.72,163.43,0.35,15.04,148.04,6.44,3.15,0.0,3.29,167.98,148.17,19.81,211.33,960.26,25.66,934.59,177.14,1.13,284.61
4988.83,1142.78,184.44,502.69,312.08,143.08,0.49,19.61,149.44,142.44,7.0,160.13,74.9,13.15,37.34,34.74,669.28,150.47,31.58,118.89,640.69,142.91,497.77,168.99,0.54,13.59,154.86,6.5,2.54,0.0,3.97,170.59,147.68,22.91,212.97,998.62,26.89,971.73,211.4,1.1,286.25
4993.05,1135.26,181.81,495.39,317.12,140.61,0.32,20.14,165.59,157.67,7.93,142.66,57.63,12.55,38.08,34.4,686.25,136.49,31.28,105.2,657.18,149.51,507.67,171.55,0.55,13.64,157.35,6.87,3.24,0.0,3.63,162.86,141.09,21.77,209.66,1035.16,32.29,1002.87,167.96,1.17,294.25
4730.94,1168.04,221.44,510.99,299.89,135.4,0.33,17.01,198.94,185.55,13.38,144.31,69.19,11.99,31.77,31.37,631.85,124.45,32.46,92.0,575.97,128.2,447.77,152.45,0.54,12.47,139.43,6.36,3.23,0.0,3.13,158.8,135.84,22.96,199.48,892.25,23.83,868.42,184.75,1.13,275.16
4999.5,1118.51,214.47,467.87,295.46,140.26,0.45,17.64,160.2,153.28,6.92,172.55,89.45,13.45,33.87,35.77,684.29,132.76,35.66,97.1,671.62,143.03,528.59,170.15,1.14,13.57,155.44,8.39,4.46,0.0,3.93,178.09,158.4,19.68,207.78,986.23,29.5,956.73,193.04,1.47,296.77
4953.87,1105.76,235.54,456.68,282.49,130.58,0.46,16.79,167.86,160.94,6.93,173.75,93.21,13.12,32.26,35.15,687.08,134.64,31.58,103.06,667.44,143.3,524.14,171.23,0.66,15.01,155.56,5.86,2.59,0.0,3.28,178.08,157.54,20.54,206.16,972.8,27.98,944.82,171.7,1.06,293.67
5164.24,1152.39,235.1,487.51,296.09,133.22,0.46,18.11,197.84,191.2,6.65,166.4,84.72,13.7,34.12,33.86,697.67,118.8,31.03,87.77,683.89,149.08,534.8,164.66,0.46,11.96,152.24,6.9,3.56,0.0,3.34,174.26,150.43,23.83,206.68,1074.73,30.97,1043.76,194.12,1.22,306.58
4976.94,1152.32,200.93,513.72,310.33,126.88,0.45,18.85,239.39,225.59,13.8,143.55,66.86,10.68,33.67,32.33,661.64,128.99,26.62,102.36,691.63,142.21,549.42,149.78,0.22,10.14,139.42,5.75,2.6,0.0,3.16,147.7,127.09,20.61,210.32,939.11,26.69,912.43,216.56,1.45,269.9
4304.34,991.52,136.74,407.0,325.21,122.02,0.55,27.13,156.48,149.42,7.06,124.12,53.87,10.2,30.4,29.65,584.01,130.59,27.97,102.62,639.11,122.9,516.21,144.03,0.24,12.15,131.64,4.69,1.47,0.14,3.08,130.24,110.24,19.99,183.94,790.01,21.45,768.56,150.36,1.91,246.21
3902.73,1023.45,105.33,430.2,354.71,132.83,0.37,24.92,173.51,166.69,6.82,104.9,44.06,9.56,26.16,25.11,552.73,120.4,24.32,96.07,532.18,100.06,432.12,145.87,0.1,15.85,129.92,4.81,1.69,0.0,3.11,115.73,95.43,20.3,97.78,643.22,15.89,627.32,128.93,1.47,232.84
4108.32,1007.89,148.33,417.58,313.87,128.11,0.0,20.7,170.17,163.64,6.53,122.06,58.62,10.16,27.14,26.14,498.11,120.13,22.35,97.78,597.78,118.87,478.91,151.64,0.35,14.19,137.09,4.87,1.96,0.0,2.91,140.08,120.58,19.51,133.22,749.59,17.04,732.54,140.18,1.52,250.39
4733.2,1143.23,189.96,502.41,312.17,138.61,0.07,46.99,203.52,193.18,10.34,170.59,90.08,13.49,38.07,28.96,485.55,152.73,30.41,122.32,620.85,127.58,493.27,175.65,1.57,19.8,154.28,6.81,2.49,0.28,4.04,180.75,156.96,23.78,162.09,928.36,21.82,906.54,170.86,4.28,280.94
4524.54,1086.97,182.94,469.5,289.48,144.93,0.12,46.42,159.67,152.4,7.28,149.97,80.56,12.0,31.27,26.14,512.88,148.98,27.74,121.24,615.79,134.63,481.15,163.89,0.87,17.76,145.27,6.82,2.2,0.13,4.48,165.26,145.32,19.94,159.82,861.78,22.19,839.59,168.0,4.01,274.27
4587.82,1036.11,155.13,438.48,292.37,150.16,-0.03,19.42,162.27,154.98,7.29,136.59,67.02,11.68,30.47,27.42,550.68,121.96,24.9,97.06,649.7,145.04,504.66,165.71,0.42,15.71,149.57,6.42,2.99,0.0,3.43,159.33,140.67,18.66,189.96,903.17,23.67,879.5,209.04,1.72,275.75
4726.18,1149.18,166.2,494.32,331.44,157.16,0.07,21.25,189.13,182.28,6.85,120.04,55.08,10.81,29.04,25.1,572.62,186.16,27.06,159.11,625.6,139.67,485.93,169.59,0.16,15.19,154.24,5.91,2.59,0.0,3.32,149.86,130.14,19.72,176.47,939.94,29.46,910.48,159.22,1.29,259.91
4405.21,1135.86,174.3,477.41,334.48,149.64,0.03,21.21,219.48,205.24,14.24,117.12,54.38,9.91,25.42,27.42,533.19,134.04,24.28,109.75,629.24,135.33,493.91,173.3,0.12,17.31,155.88,5.67,1.7,0.0,3.97,132.09,111.07,21.02,174.89,697.95,18.79,679.16,167.03,1.9,262.23
4408.93,1071.98,192.93,445.95,284.44,148.6,0.06,18.31,181.58,173.69,7.89,139.65,77.75,10.31,26.99,24.61,529.65,114.48,22.47,92.01,596.07,131.7,464.37,160.51,0.5,15.22,144.79,6.04,2.26,0.0,3.78,169.88,153.32,16.56,174.1,819.95,23.8,796.15,167.72,1.49,257.52
4538.23,1105.03,223.52,458.25,279.17,144.1,0.0,19.98,177.47,170.94,6.53,140.68,77.13,11.18,27.53,24.84,539.7,133.74,22.97,110.77,615.18,139.8,475.38,162.51,0.25,14.72,147.54,5.51,2.23,0.0,3.28,167.82,151.18,16.64,178.51,858.16,25.11,833.04,159.2,1.62,273.12
4193.03,1075.01,156.47,455.56,320.72,142.26,0.01,23.61,200.37,193.53,6.84,120.49,56.38,10.42,28.41,25.29,554.81,119.93,22.08,97.86,647.64,142.47,505.18,177.86,0.51,15.52,161.83,5.88,2.21,0.0,3.67,128.49,110.08,18.41,155.49,595.02,20.33,574.7,152.82,2.11,233.5
4194.01,1061.02,162.2,451.06,312.75,135.02,0.0,21.49,200.96,193.12,7.84,116.2,52.67,9.58,29.59,24.35,552.56,149.54,22.24,127.3,646.68,144.33,502.35,167.54,0.35,13.76,153.42,5.55,2.04,0.0,3.51,116.35,97.97,18.38,168.37,575.49,18.27,557.22,193.55,1.66,217.04
3818.78,948.07,165.19,412.23,250.39,120.14,0.12,12.83,190.93,180.08,10.85,104.02,45.47,9.09,26.69,22.76,511.09,122.1,17.86,104.24,571.7,128.13,443.57,142.02,0.17,14.35,127.5,5.48,2.26,0.0,3.22,123.88,106.97,16.91,157.33,585.14,18.85,566.29,135.1,1.71,207.39
4531.93,1074.11,183.22,459.71,286.3,144.83,0.05,5.43,175.48,168.62,6.86,132.63,62.12,10.92,33.54,26.05,613.95,127.19,21.85,105.34,657.9,150.44,507.46,169.34,0.14,20.54,148.66,6.13,2.19,0.0,3.94,175.63,147.53,28.11,185.55,766.05,23.31,742.74,157.73,2.33,282.49
4367.88,1019.89,163.13,417.85,294.32,144.48,0.11,4.16,180.77,173.57,7.2,128.0,61.64,11.2,31.38,23.77,607.66,111.89,22.4,89.49,654.33,149.94,504.39,177.18,0.29,19.64,157.25,5.6,1.97,0.0,3.63,158.68,140.19,18.49,179.15,713.39,22.08,691.31,154.27,1.99,270.92
4543.14,1130.52,176.24,470.16,324.53,159.52,0.08,4.83,214.95,205.73,9.22,135.26,66.48,12.19,32.94,23.65,617.22,144.06,22.46,121.6,622.08,141.57,480.51,171.59,0.16,17.3,154.14,5.47,2.04,0.0,3.43,166.36,147.3,19.05,186.9,731.97,20.9,711.08,159.45,1.8,250.67
4599.8,1076.38,161.98,443.75,310.26,160.38,0.0,4.53,187.38,179.66,7.73,132.65,63.38,11.74,32.35,25.18,640.99,115.96,21.58,94.38,675.07,157.8,517.28,185.88,0.13,17.85,167.9,6.32,2.39,0.0,3.93,167.23,149.5,17.74,197.42,773.95,21.46,752.49,172.07,1.74,262.21
4871.43,1085.4,152.15,450.94,314.76,167.55,0.0,6.38,190.15,182.33,7.82,137.07,64.25,11.42,35.38,26.02,699.59,138.11,18.87,119.24,710.29,164.34,545.94,201.85,0.32,19.97,181.55,6.35,2.06,0.0,4.29,169.23,148.82,20.41,212.16,838.23,24.94,813.29,205.39,1.77,269.45
4634.45,1107.49,150.37,459.61,327.97,169.55,-0.01,7.0,207.92,200.86,7.06,111.99,45.3,10.72,34.13,21.83,669.25,139.3,22.38,116.91,659.37,155.58,503.79,173.78,0.67,17.53,155.58,5.44,1.97,0.0,3.47,151.17,132.94,18.22,190.77,798.53,27.16,771.38,165.73,1.72,245.01
4589.14,1108.01,180.32,449.79,313.6,164.29,0.0,4.68,265.02,250.36,14.66,133.47,63.62,11.4,33.84,24.6,655.63,103.9,22.9,81.0,617.46,144.34,473.11,167.6,0.11,15.76,151.73,6.1,2.19,0.0,3.92,169.88,146.9,22.98,192.82,737.1,22.26,714.85,184.08,1.76,241.64
5022.71,1105.82,202.95,437.56,298.81,166.49,0.02,5.34,203.57,195.42,8.15,155.53,81.61,12.51,35.79,25.62,745.28,139.12,26.12,113.0,722.82,161.34,561.48,197.14,0.16,21.09,175.89,7.16,2.79,0.0,4.37,191.08,171.73,19.36,204.17,890.32,26.79,863.53,190.75,2.1,262.5
5013.18,1120.68,213.98,449.34,292.7,164.66,0.0,5.3,211.73,204.86,6.87,149.93,81.64,12.0,31.51,24.78,750.22,116.3,23.05,93.25,703.76,153.08,550.69,183.48,0.45,18.49,164.54,6.94,3.02,0.0,3.92,188.68,171.64,17.03,194.62,926.55,27.33,899.21,178.36,1.88,274.75
4980.95,1108.56,192.62,445.36,307.89,162.63,0.05,4.09,237.19,229.37,7.81,139.97,69.88,11.72,33.23,25.13,749.02,112.68,23.42,89.26,736.86,166.56,570.29,193.77,0.36,17.25,176.16,6.5,2.43,0.0,4.07,175.84,152.25,23.59,203.79,851.75,25.73,826.02,186.67,2.2,272.06
4707.43,1048.6,190.38,429.5,280.04,148.66,0.01,5.58,256.3,244.55,11.75,131.15,63.87,10.63,32.57,24.09,715.93,125.92,23.24,102.68,710.55,159.16,551.39,178.84,0.08,15.27,163.5,5.75,2.04,0.0,3.71,149.98,129.81,20.17,192.29,723.61,23.84,699.77,211.95,1.76,249.2
4026.8,932.29,148.05,387.14,254.45,142.62,0.02,4.59,175.57,168.91,6.66,99.46,44.29,8.62,28.15,18.4,638.28,121.83,18.94,102.89,627.09,126.73,500.36,141.69,0.11,15.19,126.39,4.82,1.57,0.0,3.25,131.99,114.5,17.49,173.41,606.14,18.84,587.3,152.97,1.88,214.78
4814.45,1115.17,177.72,449.3,310.95,177.17,0.03,4.95,197.3,189.95,7.35,129.49,61.75,11.59,31.89,24.26,770.79,112.44,20.63,91.81,715.71,144.54,571.18,171.66,0.15,19.91,151.6,5.99,2.01,0.0,3.98,182.13,151.24,30.88,201.79,765.74,22.57,743.17,170.15,2.48,268.68
5046.31,1078.76,183.65,425.89,300.77,168.43,0.03,4.74,212.15,203.71,8.44,145.5,74.36,12.16,34.09,24.9,834.85,100.57,20.35,80.22,710.12,154.88,555.24,181.1,0.13,19.03,161.94,6.62,2.65,0.0,3.98,195.54,175.5,20.04,196.91,905.67,24.43,881.23,183.89,2.06,287.81
