인천_합계,인천_종합소매,인천_ 백화점,인천_ 대형마트/유통전문점,인천_ 슈퍼마켓,인천_ 편의점,인천_ 면세점,인천_전자상거래/통신판매,인천_식료품,인천_ 일반식료품,인천_ 건강보조식품,인천_의류/잡화,인천_ 의복/직물,인천_ 복식잡화,인천_ 시계/귀금속/안경,인천_ 화장품,인천_연료,인천_가구/가전,인천_ 가구,인천_ 가전제품/정보통신기기,인천_의료/보건,인천_ 종합병원,인천_ 일반병의원/기타의료기관,인천_자동차,인천_ 국산자동차신품,인천_ 기타운송수단,인천_ 자동차 부품 및 정비,인천_여행/교통,인천_ 여행사/자동차임대,인천_ 항공사,인천_ 대중교통,인천_오락/문화,인천_ 스포츠/오락/여가,인천_ 서적/문구,인천_교육,인천_숙박/음식,인천_ 숙박,인천_ 음식점,인천_공과금/개인 및 전문 서비스,인천_금융/보험,인천_기타
13129.02,3453.41,400.11,1399.44,781.87,328.56,543.43,54.15,326.49,299.63,26.86,556.09,272.08,72.74,105.14,106.13,1274.4,497.83,83.29,414.54,1326.58,357.06,969.53,952.17,517.54,42.08,392.54,169.92,5.61,44.52,119.79,509.85,440.54,69.31,474.63,2476.8,123.83,2352.97,443.94,4.26,608.5
12906.48,3398.04,360.99,1331.87,781.24,343.83,580.12,48.67,349.34,321.53,27.82,473.16,205.9,62.44,102.72,102.11,1276.63,387.36,85.85,301.51,1358.48,368.14,990.34,925.39,489.42,44.93,391.04,167.61,4.97,30.63,132.01,490.62,425.11,65.5,469.57,2530.84,154.07,2376.77,428.93,3.83,598.02
12928.59,3408.99,425.37,1309.33,773.84,345.91,554.54,47.9,477.46,428.94,48.52,559.41,265.86,79.3,102.21,112.05,1300.53,331.77,91.1,240.67,1364.52,354.07,1010.45,908.4,472.99,53.24,382.16,173.34,5.61,28.05,139.67,495.97,427.21,68.76,465.05,2334.12,120.4,2213.72,436.1,4.49,620.54
12886.9,3627.25,487.91,1402.22,768.81,342.04,626.27,47.45,472.92,432.77,40.15,583.82,311.16,78.07,95.35,99.24,1248.91,361.88,87.09,274.8,1255.7,329.14,926.57,756.34,368.72,45.71,341.91,163.0,4.6,28.8,129.59,539.48,483.27,56.21,419.79,2425.44,136.48,2288.96,406.89,4.3,573.72
12979.92,3434.91,530.7,1292.82,721.23,313.13,577.03,45.57,390.89,357.53,33.37,655.35,369.69,95.3,85.83,104.53,1344.14,390.45,80.24,310.21,1363.79,363.18,1000.61,960.51,511.55,60.11,388.86,166.81,5.41,38.6,122.8,553.34,494.26,59.08,445.11,2198.69,116.34,2082.35,424.56,5.24,600.55
13565.55,3415.37,509.99,1311.84,732.48,312.48,548.59,51.23,401.99,371.48,30.51,616.15,320.94,89.53,94.83,110.85,1408.03,359.29,85.84,273.45,1443.87,375.09,1068.78,1103.57,667.42,42.0,394.15,181.43,7.49,51.86,122.08,523.44,445.07,78.37,466.49,2523.49,135.65,2387.84,446.92,4.17,620.1
13334.28,3443.53,416.4,1311.58,782.61,318.49,614.44,74.33,379.83,350.67,29.15,505.94,245.1,63.65,92.69,104.49,1378.29,379.45,92.27,287.18,1470.21,374.54,1095.67,1143.32,760.22,31.52,351.59,203.95,5.53,89.93,108.49,451.01,384.46,66.55,478.25,2396.06,125.32,2270.75,449.58,4.29,576.25
12034.5,3206.05,393.83,1272.86,744.41,288.05,506.89,57.54,481.11,436.08,45.03,464.04,218.56,61.52,87.17,96.78,1281.88,348.61,88.46,260.16,1255.7,313.16,942.54,831.19,463.55,49.71,317.93,180.72,6.15,62.82,111.76,412.5,351.3,61.19,441.5,2069.31,105.59,1963.72,448.04,3.49,552.82
13415.49,3368.28,426.24,1294.07,730.87,334.83,582.27,69.1,356.01,326.93,29.08,597.57,286.84,89.57,111.1,110.06,1413.52,424.6,105.15,319.45,1471.52,361.33,1110.19,858.83,421.92,60.43,376.49,184.89,6.07,69.89,108.92,575.28,470.92,104.36,517.0,2412.55,113.84,2298.71,529.38,5.63,631.35
12968.08,3399.24,448.52,1292.7,742.32,339.66,576.05,57.24,371.58,341.91,29.67,591.7,288.76,89.88,107.82,105.24,1343.46,409.18,92.52,316.66,1369.12,336.06,1033.05,700.26,278.07,54.99,367.2,183.89,5.15,50.77,127.97,547.34,478.31,69.03,445.42,2456.96,116.71,2340.24,487.14,6.2,599.37
14109.23,3638.11,453.31,1380.56,793.26,374.68,636.3,61.53,410.86,374.13,36.73,629.88,317.5,88.21,111.17,112.99,1383.74,434.89,91.3,343.59,1443.13,361.86,1081.28,973.65,520.64,60.67,392.33,210.43,6.66,78.69,125.09,588.06,517.8,70.25,484.39,2700.71,137.97,2562.74,501.45,6.73,641.68
13591.2,3438.69,386.44,1273.56,806.0,386.61,586.07,55.8,376.73,346.27,30.45,581.46,286.28,77.6,108.83,108.76,1369.9,401.66,81.08,320.58,1399.14,347.13,1052.01,1118.87,669.98,55.36,393.53,217.33,8.54,72.8,135.99,534.4,470.85,63.55,482.15,2528.78,127.94,2400.84,474.85,5.57,605.87
14262.85,3665.46,423.46,1421.65,835.3,407.65,577.4,69.9,355.92,327.81,28.11,560.47,266.02,72.72,113.65,108.09,1464.07,529.07,82.75,446.32,1439.08,354.2,1084.88,1080.36,606.54,48.72,425.11,219.39,8.21,85.49,125.7,532.5,462.12,70.38,500.53,2731.54,140.35,2591.18,480.03,5.97,628.55
13714.33,3534.67,368.43,1332.92,851.72,412.0,569.59,66.94,366.74,339.44,27.3,466.99,196.22,62.85,106.46,101.46,1474.35,409.29,80.22,329.06,1457.31,370.05,1087.26,875.17,411.87,41.93,421.37,221.51,6.49,76.35,138.66,506.8,437.59,69.21,497.0,2774.23,164.41,2609.83,449.58,4.99,608.76
13626.35,3725.99,457.18,1425.39,884.47,397.96,560.99,58.64,624.73,566.97,57.76,535.0,257.04,76.5,100.85,100.61,1417.01,327.3,83.92,243.38,1357.44,323.48,1033.97,807.63,393.23,39.82,374.58,189.73,6.35,55.75,127.63,539.99,471.01,68.98,461.97,2530.44,128.22,2402.22,435.34,4.5,610.62
13947.35,3626.98,518.18,1323.17,776.57,402.2,606.85,70.93,442.19,403.57,38.62,643.58,351.65,92.86,100.18,98.88,1458.14,386.75,103.96,282.79,1487.94,352.4,1135.55,803.06,356.03,52.84,394.19,209.33,7.03,71.81,130.49,608.98,544.8,64.19,481.06,2622.98,131.58,2491.4,466.73,6.7,632.0
13520.66,3484.24,494.11,1272.74,780.76,371.16,565.47,67.02,432.16,398.09,34.06,613.33,327.81,91.78,91.63,102.11,1440.38,400.59,89.13,311.46,1505.84,358.23,1147.61,778.3,312.55,59.85,405.9,213.83,9.05,79.33,125.44,571.84,509.05,62.8,480.84,2421.86,118.25,2303.62,462.48,5.91,642.05
14158.34,3607.6,522.11,1360.58,792.3,372.14,560.47,73.73,432.1,400.7,31.4,609.22,313.09,92.54,97.45,106.14,1403.52,361.45,89.2,272.25,1552.93,370.1,1182.83,890.01,425.41,52.52,412.08,206.76,8.29,85.05,113.42,569.43,490.5,78.92,487.99,2798.0,146.27,2651.73,494.24,5.6,665.75
13746.0,3569.56,480.21,1305.64,830.37,367.44,585.89,106.77,478.96,435.09,43.87,511.17,232.68,72.45,101.62,104.42,1344.82,400.01,86.1,313.92,1631.15,381.11,1250.05,671.61,247.93,38.54,385.15,219.33,7.72,101.96,109.65,497.92,426.07,71.85,536.3,2621.06,128.95,2492.11,526.31,6.74,624.28
12137.94,3211.39,411.47,1160.27,750.21,327.31,562.12,64.89,455.65,420.33,35.32,451.74,204.46,64.23,94.43,88.61,1160.73,372.91,84.64,288.27,1380.34,314.13,1066.2,572.72,207.99,50.67,314.06,199.43,6.85,82.98,109.61,472.8,410.41,62.39,480.14,2297.59,120.16,2177.43,469.08,3.7,544.83
13933.73,3473.02,463.31,1277.37,803.0,377.88,551.45,81.27,393.44,361.75,31.69,580.12,263.99,92.87,112.99,110.27,1322.87,471.46,99.13,372.33,1613.18,367.92,1245.26,761.03,313.65,55.85,391.53,193.39,7.47,81.48,104.44,616.11,516.27,99.84,556.78,2626.82,120.55,2506.27,557.55,5.45,681.24
13411.6,3451.72,440.69,1260.04,787.45,384.44,579.1,76.27,397.21,363.97,33.25,548.55,258.38,79.61,106.03,104.52,1303.05,416.77,91.29,325.48,1560.2,362.24,1197.96,678.33,257.0,52.11,369.23,209.52,7.29,75.66,126.58,582.83,514.48,68.35,477.28,2549.7,123.36,2426.35,518.46,6.19,635.51
14182.33,3634.01,489.22,1336.21,818.46,414.51,575.61,75.07,431.57,393.42,38.15,581.31,276.44,80.06,117.41,107.4,1357.72,460.2,90.5,369.7,1575.57,367.41,1208.16,699.09,222.4,61.52,415.17,215.62,9.06,81.32,125.23,626.87,558.89,67.98,504.96,2773.73,135.7,2638.02,534.99,6.01,705.63
13077.27,3457.06,443.62,1220.34,789.79,405.63,597.68,68.59,383.2,352.78,30.42,524.35,248.31,69.11,104.52,102.41,1315.78,383.74,81.96,301.78,1431.06,332.7,1098.36,644.89,200.58,54.62,389.69,192.15,9.01,62.45,120.69,554.77,495.99,58.78,443.02,2533.38,132.74,2400.64,492.09,4.87,648.31
12710.3,3440.52,380.26,1270.78,771.39,418.87,599.22,72.55,329.98,302.43,27.55,477.28,219.21,64.06,96.24,97.77,1288.18,389.66,72.48,317.18,1391.46,339.62,1051.84,637.3,201.66,49.77,385.87,192.44,9.53,65.71,117.19,522.03,462.74,59.29,394.58,2469.23,139.89,2329.35,460.36,5.82,638.92
12777.68,3353.76,385.16,1211.52,780.51,409.1,567.48,74.19,357.71,326.78,30.93,435.92,180.69,61.13,97.14,96.97,1328.77,380.92,80.05,300.87,1430.05,347.16,1082.89,644.95,186.21,45.46,413.27,175.39,8.28,40.78,126.32,516.23,455.34,60.89,410.72,2523.1,165.22,2357.88,445.84,4.87,695.26
12143.36,3448.41,469.94,1267.92,766.97,399.0,544.57,71.8,516.82,469.44,47.38,451.65,211.03,63.73,85.98,90.92,1215.45,337.15,79.41,257.74,1266.61,306.27,960.34,529.3,144.61,34.04,350.65,177.58,7.87,60.18,109.53,512.74,456.65,56.09,352.28,2221.7,131.45,2090.24,412.96,4.34,624.57
13049.59,3359.75,490.95,1157.61,728.94,405.27,576.98,72.39,426.4,388.28,38.11,553.41,276.23,83.53,92.79,100.86,1318.44,368.63,89.18,279.45,1504.48,344.54,1159.95,673.43,226.34,39.52,407.57,205.92,8.43,73.96,123.53,589.04,531.69,57.35,378.24,2443.11,142.35,2300.77,470.96,6.92,678.46
13283.46,3388.47,514.32,1192.86,744.25,384.73,552.3,73.03,436.62,401.62,35.0,548.6,286.9,75.04,86.29,100.37,1347.47,384.87,81.45,303.41,1545.37,358.86,1186.51,790.56,334.93,38.26,417.37,213.92,7.41,78.66,127.84,585.31,526.16,59.16,438.78,2360.75,128.33,2232.42,480.09,5.75,683.89
13884.31,3517.88,525.64,1252.89,759.93,395.71,583.71,80.89,434.44,399.81,34.63,537.51,266.09,74.02,94.49,102.92,1374.9,314.61,81.77,232.84,1589.58,374.25,1215.33,832.27,392.16,33.85,406.26,204.14,8.65,80.22,115.27,575.31,501.19,74.13,454.99,2760.02,160.48,2599.53,529.16,7.27,671.36
13419.79,3539.48,440.04,1296.64,846.82,383.03,572.96,77.37,591.85,536.23,55.62,447.67,198.37,59.02,90.89,99.4,1346.21,322.36,74.74,247.62,1625.47,380.12,1245.35,656.34,265.67,27.44,363.23,190.57,8.98,68.6,112.99,496.38,430.43,65.95,485.89,2476.38,139.96,2336.43,531.33,5.6,626.89
11339.64,2670.9,282.06,971.79,798.29,362.36,256.4,91.12,361.17,329.72,31.45,382.89,151.74,56.81,82.21,92.12,1243.28,345.15,89.46,255.69,1535.29,330.69,1204.6,663.15,285.41,32.51,345.24,105.42,8.07,-2.78,100.13,415.8,358.66,57.14,433.64,1994.85,78.69,1916.16,497.34,7.13,592.5
11084.24,2723.31,294.08,1115.72,885.3,385.61,42.6,78.25,413.49,386.0,27.49,354.79,148.27,52.38,74.97,79.17,1207.35,385.74,89.19,296.55,1345.25,290.77,1054.48,922.09,545.37,35.36,341.35,74.83,8.17,-14.41,81.07,404.02,351.62,52.39,274.95,1848.1,48.38,1799.71,466.56,5.13,580.4
10912.99,2593.03,361.82,1071.73,787.77,368.03,3.68,64.57,421.01,392.33,28.69,378.73,175.8,50.34,73.66,78.93,1063.73,382.87,85.78,297.1,1402.83,300.4,1102.42,753.8,365.01,40.65,348.14,97.27,8.11,3.56,85.6,464.58,411.58,53.0,310.49,1916.5,46.93,1869.57,478.37,6.41,578.79
12646.94,2961.82,454.85,1199.99,884.69,415.97,6.33,212.86,509.52,473.46,36.06,528.56,270.63,62.97,106.72,88.24,996.08,480.21,112.73,367.48,1487.36,320.16,1167.2,815.96,368.32,52.31,395.33,104.67,8.75,7.72,88.2,604.26,538.21,66.05,353.29,2387.59,74.42,2313.16,528.36,28.81,647.59
12226.55,2833.78,419.92,1169.39,801.05,431.26,12.17,218.85,405.08,378.3,26.79,453.01,229.6,55.05,83.84,84.52,1007.93,479.01,98.55,380.46,1486.23,334.24,1151.99,1111.58,672.37,48.44,390.78,115.2,8.18,14.03,92.99,514.35,462.35,52.0,345.33,2091.91,72.59,2019.32,488.21,28.15,647.92
12051.71,2739.64,382.39,1120.99,778.38,440.7,17.19,65.96,399.94,372.18,27.76,400.99,185.61,49.9,80.39,85.09,1088.82,450.23,94.24,355.98,1563.86,360.21,1203.65,955.02,515.78,49.91,389.34,126.51,8.7,27.89,89.92,504.69,455.04,49.65,397.21,2241.06,87.7,2153.35,469.76,7.29,640.75
11675.21,2880.29,376.89,1205.3,832.02,444.8,21.27,72.82,407.42,381.56,25.86,342.75,148.77,44.72,73.88,75.38,1042.24,523.33,106.03,417.31,1446.59,330.85,1115.74,767.17,348.77,39.25,379.15,117.81,8.75,16.55,92.51,431.86,382.79,49.07,392.65,2178.04,111.22,2066.83,444.79,5.56,621.9
11220.17,2941.1,415.79,1194.08,871.11,439.72,20.41,68.21,628.11,578.72,49.39,350.34,155.94,47.61,66.99,79.8,1064.16,384.39,96.12,288.27,1495.99,312.21,1183.78,775.64,338.16,43.58,393.9,106.17,7.3,10.93,87.94,357.41,309.65,47.76,298.28,1713.96,54.24,1659.72,423.76,6.18,606.45
11673.6,2880.84,540.41,1141.09,751.02,429.51,18.81,57.53,529.96,491.16,38.8,433.2,233.11,55.54,69.63,74.92,1028.87,347.98,84.97,263.01,1414.07,314.83,1099.24,829.6,411.92,46.49,371.19,120.12,7.36,31.48,81.28,544.18,500.25,43.93,351.93,2082.31,78.24,2004.07,427.7,7.56,617.75
11535.28,2868.91,552.88,1135.07,749.34,411.31,20.3,62.05,490.46,460.3,30.16,423.9,224.61,58.42,71.5,69.38,1044.02,426.1,84.29,341.81,1427.8,326.24,1101.56,789.88,369.89,35.96,384.03,119.65,6.51,23.57,89.57,498.16,455.37,42.79,361.81,1916.14,78.08,1838.06,473.08,6.13,627.19
10778.01,2791.13,399.04,1149.35,807.3,413.06,22.38,69.39,484.8,455.69,29.11,369.42,167.63,50.3,73.69,77.81,1094.84,343.56,83.96,259.6,1517.22,340.92,1176.29,1016.29,554.15,42.36,419.77,96.13,6.97,5.48,83.68,286.99,235.4,51.59,275.27,1407.62,64.76,1342.86,450.27,8.88,566.21
10565.76,2730.28,392.9,1100.26,818.34,398.32,20.45,64.29,506.01,476.41,29.61,325.45,139.75,42.88,75.9,66.92,1118.33,367.85,75.97,291.88,1491.36,327.32,1164.05,779.27,347.23,31.88,400.17,85.91,6.43,13.19,66.29,256.44,206.71,49.73,353.76,1444.71,55.59,1389.11,480.28,6.1,555.71
10227.4,2620.23,408.96,1092.91,734.95,364.35,19.06,41.48,561.18,522.51,38.67,311.94,135.35,39.63,74.83,62.13,1087.57,331.78,69.17,262.61,1350.78,308.96,1041.81,647.95,290.66,32.97,324.33,98.26,5.45,22.41,70.4,337.84,290.71,47.13,366.81,1477.82,67.16,1410.65,463.48,4.51,525.78
11763.51,2851.82,513.99,1134.87,751.14,429.23,22.59,25.23,463.16,437.58,25.57,429.41,200.72,61.29,91.5,75.91,1231.12,380.67,82.56,298.12,1556.97,352.9,1204.07,756.58,326.04,45.27,385.26,109.71,5.61,30.21,73.88,506.84,441.99,64.86,410.75,1854.24,79.82,1774.42,528.03,6.11,652.87
11475.68,2754.53,495.55,1077.85,733.78,425.15,22.21,21.32,471.52,445.1,26.42,416.46,197.92,56.35,87.78,74.4,1212.17,337.35,76.24,261.11,1544.42,345.83,1198.59,736.83,293.45,39.71,403.67,125.86,6.04,32.0,87.82,494.73,444.42,50.31,380.04,1844.35,76.9,1767.46,519.31,7.53,609.26
12140.72,3019.28,540.46,1207.9,789.03,457.45,24.44,23.71,524.8,495.1,29.71,433.66,210.51,55.38,91.45,76.32,1202.36,404.61,84.42,320.2,1486.84,334.55,1152.3,679.24,233.37,46.75,399.13,120.81,6.17,26.87,87.77,543.11,488.01,55.1,410.08,2106.96,92.53,2014.43,528.69,6.77,649.79
11814.86,2809.2,448.52,1098.78,766.79,470.14,24.98,21.14,467.21,440.34,26.87,420.1,197.7,51.24,89.7,81.47,1215.71,374.45,67.4,307.06,1562.13,361.16,1200.96,797.53,324.78,44.74,428.01,128.74,6.16,33.98,88.6,525.91,479.15,46.77,409.21,1952.41,89.09,1863.32,492.11,6.11,632.9
11853.17,2865.13,403.84,1125.46,817.13,489.5,29.2,21.35,443.2,417.48,25.72,390.36,169.99,48.01,90.58,81.78,1316.92,479.16,70.28,408.89,1592.73,367.86,1224.88,833.36,321.03,51.59,460.74,116.56,5.74,21.45,89.37,458.84,408.16,50.68,421.02,1789.84,87.42,1702.43,473.92,6.94,643.83
11722.84,2972.27,424.53,1168.51,845.18,499.54,34.51,21.08,497.09,471.6,25.49,345.17,136.4,45.94,92.53,70.3,1284.68,395.55,73.61,321.94,1504.2,353.52,1150.68,799.58,337.0,61.59,400.99,107.95,5.19,17.65,85.11,441.17,392.51,48.66,426.92,1859.09,110.76,1748.33,449.8,5.07,613.22
11975.69,3075.47,537.17,1150.14,859.51,491.62,37.03,19.14,751.89,699.76,52.13,423.83,193.74,54.69,97.57,77.83,1224.76,333.03,72.74,260.3,1425.77,322.97,1102.8,766.8,316.92,63.52,386.35,117.14,5.93,27.2,84.01,499.94,446.9,53.04,398.78,1883.66,85.58,1798.07,447.73,5.26,602.5
12776.19,3014.7,594.39,1096.64,787.32,492.63,43.72,19.83,587.79,551.4,36.39,496.74,260.02,61.37,95.51,79.84,1343.73,371.24,86.11,285.12,1651.46,360.08,1291.38,779.15,251.77,65.74,461.65,140.26,6.5,43.59,90.17,589.05,537.45,51.6,426.55,2176.61,92.51,2084.1,510.64,7.73,660.73
12495.82,3034.88,608.3,1120.64,771.24,472.77,61.94,22.1,553.62,523.62,30.01,454.46,239.95,54.08,83.49,76.94,1373.97,349.03,65.35,283.68,1543.27,347.61,1195.66,740.08,267.08,49.2,423.79,147.22,6.61,49.99,90.63,562.38,517.24,45.15,389.37,2162.09,96.44,2065.65,486.08,6.79,670.48
11895.1,2830.67,532.51,1063.35,734.62,446.7,53.49,20.7,506.2,479.02,27.17,422.93,203.13,49.61,86.41,83.78,1387.02,272.23,57.36,214.86,1589.17,358.49,1230.67,826.46,328.54,40.79,457.12,123.8,5.9,30.91,86.99,460.3,405.32,54.97,413.86,1865.41,96.38,1769.03,491.19,8.62,676.55
11698.94,2871.51,521.23,1123.92,767.14,415.67,43.56,23.66,653.11,609.32,43.79,373.39,168.56,44.66,86.4,73.76,1345.22,329.51,62.06,267.45,1572.19,341.21,1230.98,721.0,273.01,42.63,405.36,136.94,5.09,47.41,84.45,383.09,332.61,50.49,424.19,1734.5,87.42,1647.07,511.6,6.05,612.99
10322.15,2501.52,425.18,972.17,659.98,397.47,46.72,20.44,422.02,399.73,22.28,301.89,130.48,38.03,73.02,60.36,1201.69,336.92,56.07,280.86,1410.01,285.54,1124.47,749.0,410.53,30.09,308.37,107.74,3.82,29.5,74.42,350.71,306.81,43.91,390.09,1530.74,88.83,1441.92,462.48,5.19,531.71
12400.38,2911.55,512.89,1094.38,765.35,482.4,56.53,26.46,469.43,442.87,26.56,394.34,176.71,54.49,85.59,77.55,1445.07,331.67,62.72,268.95,1630.75,310.3,1320.46,962.29,527.65,56.32,378.31,128.08,4.9,50.01,73.17,508.66,448.85,59.81,432.86,1898.22,88.89,1809.33,562.86,6.32,691.83
13083.27,2985.45,583.62,1088.47,747.37,473.19,92.81,23.69,504.66,475.66,29.0,444.92,226.31,53.32,90.32,74.97,1580.79,328.63,63.62,265.02,1609.61,323.11,1286.51,927.85,442.5,61.11,424.24,162.43,4.38,70.03,88.02,597.27,544.98,52.28,406.68,2219.9,94.82,2125.08,582.15,7.43,701.82
