전북_합계,전북_종합소매,전북_ 백화점,전북_ 대형마트/유통전문점,전북_ 슈퍼마켓,전북_ 편의점,전북_ 면세점,전북_전자상거래/통신판매,전북_식료품,전북_ 일반식료품,전북_ 건강보조식품,전북_의류/잡화,전북_ 의복/직물,전북_ 복식잡화,전북_ 시계/귀금속/안경,전북_ 화장품,전북_연료,전북_가구/가전,전북_ 가구,전북_ 가전제품/정보통신기기,전북_의료/보건,전북_ 종합병원,전북_ 일반병의원/기타의료기관,전북_자동차,전북_ 국산자동차신품,전북_ 기타운송수단,전북_ 자동차 부품 및 정비,전북_여행/교통,전북_ 여행사/자동차임대,전북_ 항공사,전북_ 대중교통,전북_오락/문화,전북_ 스포츠/오락/여가,전북_ 서적/문구,전북_교육,전북_숙박/음식,전북_ 숙박,전북_ 음식점,전북_공과금/개인 및 전문 서비스,전북_금융/보험,전북_기타,전남_합계,전남_종합소매,전남_ 백화점,전남_ 대형마트/유통전문점,전남_ 슈퍼마켓,전남_ 편의점,전남_ 면세점,전남_전자상거래/통신판매,전남_식료품,전남_ 일반식료품,전남_ 건강보조식품,전남_의류/잡화,전남_ 의복/직물,전남_ 복식잡화,전남_ 시계/귀금속/안경,전남_ 화장품,전남_연료,전남_가구/가전,전남_ 가구,전남_ 가전제품/정보통신기기,전남_의료/보건,전남_ 종합병원,전남_ 일반병의원/기타의료기관,전남_자동차,전남_ 국산자동차신품,전남_ 기타운송수단,전남_ 자동차 부품 및 정비,전남_여행/교통,전남_ 여행사/자동차임대,전남_ 항공사,전남_ 대중교통,전남_오락/문화,전남_ 스포츠/오락/여가,전남_ 서적/문구,전남_교육,전남_숙박/음식,전남_ 숙박,전남_ 음식점,전남_공과금/개인 및 전문 서비스,전남_금융/보험,전남_기타
6739.73,1237.8,193.85,626.62,329.9,87.12,0.3,38.71,240.75,221.69,19.06,413.0,275.76,28.16,48.12,60.95,1120.98,189.01,32.96,156.06,729.19,158.56,570.63,280.61,18.54,17.49,244.58,106.78,3.14,100.81,2.83,385.06,333.45,51.61,173.66,1224.19,65.71,1158.48,199.71,1.02,399.28,5481.8,986.87,66.69,583.18,265.0,71.7,0.3,9.94,238.7,229.15,9.55,314.7,210.64,20.07,34.98,49.02,957.25,171.96,21.69,150.27,513.77,127.52,386.25,211.86,0.15,7.52,204.2,8.76,2.87,0.0,5.89,342.61,307.89,34.72,127.48,1063.87,58.52,1005.35,175.39,0.14,358.48
6315.98,1186.31,141.62,610.22,353.1,81.15,0.23,41.38,250.51,227.95,22.56,315.97,191.74,20.76,48.26,55.2,1036.96,154.53,29.66,124.88,740.92,158.39,582.53,251.37,17.98,13.12,220.27,93.37,2.97,87.38,3.02,319.05,272.91,46.14,179.04,1161.12,87.85,1073.27,214.93,1.04,369.47,5075.27,937.29,48.51,555.91,269.12,62.78,0.97,8.87,260.29,249.6,10.69,246.72,150.87,14.28,35.56,46.0,882.32,129.54,20.06,109.48,534.3,124.52,409.78,195.56,0.25,7.13,188.18,10.77,3.64,0.0,7.13,253.99,222.81,31.19,130.32,991.42,59.14,932.28,173.68,0.13,320.07
6151.27,1291.28,160.55,688.24,360.94,81.22,0.34,32.75,298.9,267.66,31.23,301.46,182.05,20.3,48.0,51.11,976.89,173.09,33.75,139.34,674.25,149.08,525.17,252.23,43.57,14.91,193.75,74.03,2.83,68.91,2.3,295.37,254.33,41.04,220.32,1033.39,60.64,972.75,179.64,0.91,346.77,4946.6,1031.16,48.89,637.31,280.84,63.74,0.37,8.75,317.64,301.83,15.81,227.35,137.19,13.67,34.71,41.79,833.2,142.76,23.47,119.28,480.19,115.16,365.03,162.37,0.18,6.97,155.22,9.81,2.93,0.0,6.88,243.22,216.52,26.71,130.17,877.38,46.75,830.64,180.88,0.14,301.56
6529.53,1197.38,153.51,609.63,344.53,89.4,0.31,36.93,234.03,212.64,21.39,379.41,235.28,26.36,57.28,60.48,1056.5,198.05,37.81,160.24,744.92,169.36,575.57,320.95,64.31,21.78,234.86,87.85,2.95,82.5,2.4,387.17,306.06,81.11,189.12,1093.39,42.17,1051.23,208.18,1.33,394.31,5300.72,952.07,55.78,561.25,263.42,71.25,0.37,10.25,223.51,212.82,10.69,285.21,178.63,18.12,39.96,48.5,895.93,159.67,25.86,133.81,533.93,130.96,402.97,200.99,0.21,11.5,189.28,10.77,3.72,0.25,6.8,344.32,284.55,59.77,130.72,1008.16,54.63,953.53,200.21,0.29,344.68
6344.12,1198.24,160.74,592.06,354.49,90.61,0.34,29.18,247.52,225.86,21.66,384.93,241.63,26.56,58.42,58.32,1017.8,171.67,33.8,137.87,705.64,156.32,549.32,266.41,26.72,20.98,218.71,73.22,3.15,67.55,2.52,374.74,329.76,44.98,162.1,1116.57,42.41,1074.16,196.74,1.32,398.05,5238.96,965.36,51.96,565.79,275.07,72.1,0.44,9.08,241.56,231.89,9.67,294.17,187.0,19.13,40.44,47.59,852.89,140.68,25.75,114.93,497.24,120.17,377.07,199.6,0.14,11.12,188.34,12.75,3.76,0.01,8.98,343.98,313.94,30.04,116.86,1034.06,59.02,975.03,181.18,0.18,349.37
6947.78,1376.01,181.36,686.59,404.02,103.64,0.4,32.36,271.89,246.49,25.4,428.88,272.11,32.75,62.42,61.61,1104.9,212.02,40.91,171.11,696.79,155.94,540.85,273.89,19.22,20.26,234.41,77.3,2.65,71.82,2.83,415.55,373.09,42.46,162.09,1290.3,49.47,1240.83,208.36,1.18,396.28,5849.81,1142.36,64.43,679.07,316.53,81.93,0.41,11.12,283.05,269.05,14.0,326.21,211.25,21.92,43.69,49.35,925.64,164.72,30.94,133.78,488.58,119.33,369.25,207.99,0.38,13.48,194.13,17.19,5.08,0.4,11.7,397.97,368.96,29.01,117.96,1205.02,67.5,1137.52,204.39,0.12,357.51
6571.36,1262.86,135.18,627.44,396.21,103.74,0.29,32.56,243.47,221.53,21.94,373.14,231.25,30.16,54.03,57.69,1103.95,209.89,39.81,170.08,701.11,159.54,541.58,267.71,14.94,21.46,231.31,91.88,3.01,86.12,2.74,347.32,307.76,39.56,168.64,1176.5,46.23,1130.27,203.75,1.11,387.47,5470.51,1065.8,47.04,624.66,311.99,81.8,0.32,9.34,245.73,235.09,10.64,285.5,179.11,20.83,38.98,46.59,910.2,171.51,28.4,143.11,489.9,119.58,370.31,211.61,0.29,11.8,199.53,13.57,4.29,0.27,9.01,329.06,302.99,26.07,121.74,1087.45,61.22,1026.23,181.81,0.07,347.23
6889.02,1306.22,139.55,649.48,411.71,105.16,0.32,40.26,233.15,214.91,18.24,341.42,197.71,29.4,55.2,59.12,1129.05,305.45,39.87,265.57,757.47,167.47,590.0,304.57,22.0,24.27,258.3,111.03,2.98,105.53,2.52,334.04,285.68,48.36,176.79,1233.82,48.59,1185.22,219.1,1.22,395.43,5714.44,1111.43,38.56,659.47,327.42,85.46,0.51,10.75,238.68,229.0,9.68,261.94,154.27,19.84,40.82,47.01,920.03,257.68,31.26,226.42,521.86,124.76,397.1,226.19,0.23,10.61,215.35,12.27,3.67,0.3,8.3,328.45,296.21,32.24,127.83,1151.88,64.21,1087.67,187.93,0.07,357.47
7032.09,1415.46,134.92,711.15,448.04,121.03,0.31,32.89,259.71,241.93,17.79,294.51,155.47,24.86,57.98,56.21,1159.97,255.47,39.64,215.82,747.81,168.43,579.38,251.25,0.77,23.28,227.2,90.55,3.28,84.78,2.5,315.71,271.92,43.79,248.39,1381.53,79.03,1302.51,194.26,1.05,383.51,6126.08,1216.64,34.87,720.75,359.91,100.38,0.73,11.92,289.13,279.14,9.99,211.83,112.55,16.74,40.33,42.21,992.66,222.21,29.98,192.22,522.64,127.38,395.26,220.09,0.53,12.52,207.05,21.75,5.76,0.41,15.57,337.88,307.95,29.94,142.39,1360.79,104.07,1256.72,228.9,0.09,347.16
6598.89,1400.65,149.73,702.8,434.92,112.95,0.25,27.53,333.02,295.26,37.76,335.89,201.51,26.62,49.29,58.46,1082.53,181.94,39.35,142.59,698.91,151.15,547.76,244.94,1.12,26.87,216.95,74.27,2.92,68.88,2.47,321.17,276.86,44.31,186.01,1128.75,44.99,1083.76,193.26,1.07,388.97,5610.78,1189.08,47.44,692.13,355.9,93.08,0.53,11.15,355.48,333.49,21.99,247.05,147.81,18.34,35.14,45.76,917.17,153.98,29.19,124.79,484.13,118.62,365.51,202.02,0.63,10.81,190.59,12.58,4.1,0.33,8.14,309.87,278.35,31.52,123.45,1031.98,57.07,974.91,219.63,0.14,353.07
6808.63,1339.36,193.81,622.87,408.45,113.95,0.29,26.34,275.53,252.65,22.88,392.96,253.23,28.24,52.29,59.2,1114.81,184.12,39.89,144.23,741.67,155.42,586.25,249.03,0.59,26.41,222.04,82.46,3.24,76.27,2.95,401.91,361.29,40.62,171.98,1222.41,51.29,1171.12,202.93,1.24,401.88,5633.35,1083.12,57.48,603.45,328.07,93.5,0.63,9.26,279.71,267.74,11.97,288.26,185.91,19.14,36.5,46.7,930.21,148.83,30.34,118.49,505.92,120.23,385.69,210.01,0.22,12.02,197.76,13.64,4.63,0.2,8.81,380.51,352.95,27.56,123.34,1107.35,63.12,1044.23,196.04,0.22,356.94
6726.35,1246.51,184.41,578.45,376.11,107.18,0.35,24.75,257.61,239.63,17.98,423.95,288.68,26.77,48.29,60.22,1177.6,201.41,35.41,166.0,743.86,159.2,584.65,258.41,0.53,21.25,236.63,77.12,3.27,70.58,3.28,401.12,362.61,38.51,174.11,1159.18,46.82,1112.36,189.9,1.17,389.66,5522.27,991.86,60.66,556.77,287.91,85.98,0.53,8.18,235.14,226.0,9.14,320.33,223.46,17.86,32.96,46.04,987.53,144.03,24.07,119.96,511.65,121.85,389.81,218.08,0.33,10.09,207.66,11.56,3.71,0.19,7.66,375.84,349.25,26.59,131.98,1043.02,59.89,983.13,198.39,0.29,344.4
6995.11,1274.08,182.56,608.18,377.64,105.37,0.32,37.55,255.87,238.99,16.88,396.82,256.8,26.61,51.0,62.41,1209.67,172.5,36.96,135.53,820.82,172.87,647.95,281.34,0.57,21.5,259.26,109.92,2.95,104.22,2.75,371.15,318.77,52.38,176.57,1266.6,57.81,1208.79,208.93,1.32,411.99,5708.4,1061.39,88.6,586.6,301.39,84.41,0.38,8.97,255.42,246.3,9.12,288.06,187.38,17.81,35.6,47.27,1042.01,150.52,22.98,127.54,573.76,132.73,441.03,229.86,0.33,9.33,220.19,9.71,3.57,0.28,5.87,313.83,278.58,35.25,133.14,1072.18,56.67,1015.52,196.49,0.54,372.52
7012.75,1431.39,162.39,722.76,441.3,104.59,0.36,47.63,353.75,325.36,28.39,333.62,203.82,21.52,50.46,57.81,1192.36,161.05,33.39,127.66,758.79,163.24,595.54,232.43,0.61,19.59,212.23,148.19,2.85,142.85,2.5,322.49,276.39,46.1,168.18,1256.51,88.12,1168.39,214.64,1.24,390.48,5808.68,1266.13,91.84,738.73,352.68,82.16,0.73,11.86,370.59,353.43,17.17,269.73,176.92,13.83,36.11,42.86,1038.11,133.65,23.05,110.6,538.78,123.05,415.73,194.13,0.13,7.82,186.18,10.94,3.32,0.51,7.11,246.49,215.78,30.71,123.28,1035.32,58.0,977.32,217.64,0.3,351.73
6155.59,1068.68,137.06,508.21,329.11,93.99,0.31,43.28,201.36,185.97,15.4,298.31,167.45,19.82,53.59,57.46,1096.5,172.96,36.87,136.09,762.91,155.44,607.47,208.34,0.51,19.3,188.53,122.87,2.89,117.66,2.33,290.14,247.02,43.13,235.78,1108.18,62.54,1045.63,198.81,0.99,346.47,5012.05,933.37,68.15,519.45,271.09,73.94,0.75,11.28,198.79,190.08,8.71,237.4,143.47,12.1,38.15,43.67,951.48,141.69,23.81,117.89,520.05,112.16,407.89,179.88,0.17,9.34,170.37,10.18,3.37,0.65,6.16,225.83,198.14,27.69,131.77,935.33,50.28,885.04,217.73,0.26,317.0
6978.12,1276.08,152.63,615.0,399.13,108.94,0.38,42.94,251.64,233.27,18.37,380.05,224.49,26.28,61.95,67.32,1263.66,190.46,36.46,154.0,804.35,166.31,638.04,248.91,0.7,25.64,222.57,115.51,3.26,110.01,2.24,379.58,298.77,80.8,196.44,1193.86,39.68,1154.18,223.69,1.5,409.48,5964.47,1129.84,79.26,637.54,323.25,89.51,0.29,14.09,251.82,241.37,10.45,307.62,194.92,17.31,44.69,50.71,1099.57,161.81,27.82,133.99,566.47,125.18,441.29,213.49,0.21,12.56,200.72,13.06,4.28,0.4,8.39,343.78,285.35,58.43,135.15,1103.96,58.24,1045.72,241.58,0.38,381.86
6907.7,1261.86,150.53,595.1,405.72,110.23,0.28,40.23,267.43,248.13,19.3,386.62,231.33,26.69,64.78,63.82,1203.38,194.76,34.02,160.74,803.87,162.19,641.68,253.5,0.78,26.7,226.01,117.38,3.51,111.68,2.19,371.5,326.3,45.21,167.0,1218.18,43.75,1174.43,218.02,1.34,402.62,5945.25,1123.81,73.16,623.91,335.19,91.13,0.43,13.23,276.32,264.36,11.96,319.69,207.54,18.17,44.48,49.5,1036.97,155.38,26.02,129.37,563.24,128.42,434.82,214.79,0.16,13.72,200.91,16.42,4.68,0.26,11.48,359.42,328.09,31.34,124.3,1147.92,63.19,1084.73,220.28,0.27,373.22
7513.3,1458.79,175.26,699.24,453.85,130.15,0.3,45.73,300.08,278.29,21.79,411.47,247.82,30.53,68.41,64.71,1232.69,242.24,37.29,204.95,806.97,166.06,640.91,257.51,0.96,29.76,226.79,122.12,3.65,116.33,2.14,414.33,371.96,42.37,171.19,1411.48,55.92,1355.56,224.5,1.15,413.06,6611.08,1311.74,87.38,733.2,381.32,109.33,0.51,14.07,325.87,311.34,14.54,342.38,223.06,19.94,48.35,51.04,1080.59,194.23,26.89,167.33,556.73,127.26,429.47,215.75,0.24,12.98,202.53,22.71,6.28,0.25,16.18,412.93,383.46,29.46,125.04,1370.19,81.81,1288.37,245.53,0.25,393.08
6903.55,1326.33,129.78,625.24,443.61,127.39,0.3,41.87,257.55,239.92,17.63,347.92,197.45,28.67,60.75,61.05,1143.25,217.44,34.7,182.74,804.29,169.21,635.08,258.08,0.62,27.68,229.78,129.19,3.0,124.18,2.01,343.49,303.58,39.92,177.8,1227.06,42.57,1184.48,216.38,1.48,411.42,5861.83,1191.21,59.9,663.71,362.34,104.93,0.33,12.74,262.65,252.37,10.28,276.52,166.38,17.71,44.54,47.89,964.36,178.96,23.92,155.05,543.42,125.98,417.44,217.82,0.3,13.74,203.78,13.17,4.33,0.28,8.56,336.69,310.18,26.51,129.53,1141.65,63.21,1078.44,213.24,0.67,379.19
7337.96,1455.6,145.89,706.07,469.54,133.74,0.36,58.55,255.56,237.83,17.73,341.55,196.51,27.38,59.54,58.12,1157.47,331.4,37.66,293.74,798.35,173.66,624.7,260.14,0.55,28.09,231.5,146.53,3.66,141.04,1.84,324.82,280.4,44.42,179.26,1364.36,53.21,1311.15,237.26,1.35,425.75,6340.02,1305.63,60.84,739.09,391.41,113.99,0.31,15.45,273.02,263.59,9.42,278.39,168.91,18.34,44.88,46.26,978.1,287.71,27.41,260.31,577.22,132.12,445.1,225.92,0.21,12.46,213.25,14.37,4.81,0.34,9.22,336.21,305.13,31.08,133.3,1293.62,71.2,1222.42,236.74,0.46,383.89
7408.3,1443.01,121.01,688.11,489.43,144.07,0.39,41.48,291.38,274.3,17.08,287.34,146.52,23.31,60.93,56.58,1209.25,238.97,35.93,203.03,833.87,180.99,652.88,261.02,0.63,24.23,236.16,107.75,3.44,102.26,2.05,318.69,272.84,45.86,251.51,1478.67,79.45,1399.22,219.04,1.32,425.02,6577.66,1322.03,49.19,733.81,412.75,125.68,0.6,15.99,326.5,316.44,10.06,229.71,124.57,15.23,46.37,43.54,1041.69,192.55,25.47,167.08,600.99,139.18,461.81,222.08,0.29,14.45,207.34,23.92,6.27,0.41,17.24,344.97,313.25,31.72,139.92,1465.31,105.38,1359.93,272.3,0.31,379.37
7241.14,1430.04,159.9,663.51,465.1,141.2,0.33,31.89,357.5,324.86,32.63,354.49,209.73,27.51,54.65,62.6,1220.46,189.43,34.98,154.45,824.34,175.31,649.03,263.41,1.31,27.43,234.67,102.8,5.02,95.51,2.27,339.02,290.4,48.62,192.42,1260.28,44.53,1215.75,225.98,1.48,447.61,6184.69,1255.97,66.82,695.2,377.84,115.85,0.27,21.95,382.31,363.6,18.71,279.17,173.7,17.16,39.07,49.24,1018.35,156.38,29.26,127.12,577.84,127.7,450.13,219.68,0.31,12.05,207.32,12.07,4.41,0.38,7.28,318.74,287.42,31.32,135.51,1148.8,59.45,1089.36,254.19,0.31,403.41
7398.36,1512.6,176.26,706.83,480.12,149.12,0.27,32.83,353.32,330.0,23.31,384.16,247.85,27.91,54.22,54.18,1257.09,204.69,35.75,168.94,731.9,151.75,580.14,228.58,0.73,18.7,209.14,100.91,4.05,94.02,2.85,401.79,364.61,37.18,166.66,1404.62,62.85,1341.77,209.68,1.01,408.55,6587.64,1393.87,85.02,761.98,417.15,129.0,0.71,14.16,375.43,363.04,12.39,307.99,209.0,17.93,38.6,42.46,1087.23,162.98,26.47,136.51,515.24,115.79,399.45,191.19,0.15,10.72,180.32,22.41,6.09,0.39,15.93,399.28,374.72,24.56,121.52,1322.42,82.35,1240.07,299.93,0.31,373.7
7292.65,1330.79,196.43,591.38,409.38,133.28,0.31,28.6,283.72,265.54,18.18,430.06,293.9,27.88,49.86,58.41,1313.77,226.39,34.61,191.77,803.68,170.85,632.83,270.53,0.65,23.64,246.23,113.73,3.3,107.52,2.91,413.14,373.8,39.34,176.13,1269.32,49.42,1219.9,211.08,1.6,420.12,6187.25,1143.33,92.06,612.22,327.01,111.65,0.39,14.69,266.91,257.93,8.98,346.76,248.24,17.79,36.23,44.5,1129.05,163.6,25.33,138.27,575.88,129.72,446.16,226.22,0.3,10.62,215.31,13.13,4.35,0.38,8.4,381.72,356.4,25.32,133.58,1148.38,64.66,1083.71,272.28,0.43,371.31
7545.99,1359.45,190.13,613.47,421.69,133.88,0.28,44.91,285.63,268.87,16.75,393.58,252.28,28.96,52.12,60.22,1335.01,200.33,36.57,163.76,858.63,178.61,680.02,277.28,0.63,19.5,257.16,166.68,4.52,159.92,2.24,365.69,312.5,53.19,186.47,1413.06,67.9,1345.16,226.23,1.61,431.44,6342.22,1190.76,88.31,648.03,346.14,107.7,0.57,15.28,290.38,280.99,9.38,319.95,216.77,17.95,39.14,46.1,1187.52,172.43,25.92,146.5,628.73,141.81,486.92,226.42,0.25,8.81,217.36,10.66,3.65,0.56,6.45,307.18,272.55,34.63,141.48,1196.12,61.48,1134.63,268.34,0.45,386.53
7169.07,1341.31,145.94,613.31,447.46,134.24,0.36,55.6,266.3,249.93,16.38,301.5,174.94,20.55,54.31,51.7,1232.1,220.88,44.84,176.05,875.72,180.61,695.11,220.17,0.67,17.2,202.3,177.34,3.09,172.29,1.95,306.43,263.8,42.63,190.89,1351.19,90.36,1260.83,248.87,1.69,379.06,6016.84,1170.14,61.29,641.86,357.63,108.22,1.14,14.82,271.66,262.31,9.35,243.57,150.99,13.79,38.97,39.82,1105.93,156.12,25.47,130.65,644.24,139.54,504.7,189.39,0.24,9.67,179.48,11.2,3.35,0.44,7.42,234.2,205.21,28.99,144.86,1155.15,59.63,1095.53,332.44,0.53,342.59
6803.12,1387.83,146.8,659.13,458.24,123.4,0.25,41.31,355.62,323.39,32.24,277.69,158.0,18.86,50.67,50.16,1194.74,205.96,43.44,162.52,769.6,156.96,612.64,208.96,0.46,22.09,186.42,115.59,3.11,111.23,1.24,272.42,231.98,40.44,222.26,1161.32,63.54,1097.78,207.38,1.15,381.28,5816.58,1228.09,60.18,699.06,366.84,101.2,0.8,11.95,386.74,367.54,19.2,226.32,137.9,12.4,36.18,39.84,1070.68,147.55,23.68,123.87,556.99,120.4,436.59,177.38,0.21,9.26,167.91,9.96,3.19,0.38,6.39,222.99,196.98,26.0,137.64,989.4,49.9,939.5,313.25,0.42,337.23
7332.66,1331.32,153.55,604.94,432.89,139.58,0.36,45.87,262.33,244.12,18.21,369.53,219.97,27.28,63.04,59.24,1283.36,240.79,49.36,191.43,851.8,172.9,678.9,263.95,0.65,33.06,230.24,122.4,4.92,115.77,1.71,375.04,297.82,77.22,214.63,1292.9,42.48,1250.42,239.92,2.06,436.75,6341.05,1174.19,74.05,637.59,345.26,116.55,0.75,14.57,264.55,254.33,10.21,293.77,185.53,17.83,46.26,44.15,1164.78,171.29,28.45,142.83,629.93,131.95,497.98,212.57,0.25,10.74,201.58,11.29,4.06,0.39,6.84,338.2,281.26,56.94,146.88,1199.85,60.24,1139.61,327.44,0.65,391.08
7295.1,1400.0,180.48,620.44,453.76,145.08,0.25,40.84,278.25,261.46,16.78,366.5,220.14,26.51,63.43,56.42,1247.66,226.08,45.61,180.47,800.89,164.11,636.78,249.1,0.63,25.96,222.51,113.85,3.79,108.31,1.76,360.35,316.36,43.99,172.14,1360.98,42.92,1318.06,232.86,1.92,443.68,6426.29,1227.49,74.93,664.4,367.19,120.5,0.48,13.21,296.59,287.01,9.58,295.9,187.5,18.19,47.3,42.92,1118.42,171.0,26.02,144.98,584.7,123.08,461.62,209.02,0.19,11.43,197.4,15.45,4.65,0.41,10.4,344.73,314.7,30.03,129.45,1291.68,67.77,1223.92,329.94,0.59,398.11
7870.88,1559.97,215.76,689.04,493.96,160.89,0.32,41.53,305.11,281.79,23.33,389.87,235.11,29.11,64.27,61.39,1312.3,246.08,38.86,207.22,833.19,176.05,657.14,263.29,0.46,25.34,237.49,120.59,4.23,114.42,1.94,389.98,346.64,43.34,183.64,1500.42,50.98,1449.44,242.67,1.82,480.42,6943.21,1355.63,76.56,738.78,404.71,134.69,0.89,15.48,336.85,321.84,15.01,315.83,202.21,20.2,46.47,46.95,1173.63,192.36,27.31,165.06,620.19,130.74,489.45,226.52,0.28,14.93,211.32,16.4,5.72,0.42,10.25,388.14,358.95,29.19,134.5,1432.41,72.85,1359.55,314.19,0.5,420.58
7399.99,1444.53,160.88,624.74,497.6,160.95,0.36,41.28,271.27,250.99,20.28,340.12,196.0,27.54,59.65,56.94,1285.62,229.41,36.07,193.34,810.59,170.95,639.64,274.25,0.66,31.48,242.11,132.75,4.33,126.53,1.89,340.88,301.28,39.59,186.34,1352.54,42.97,1309.58,227.37,1.84,461.21,6423.03,1289.76,58.12,689.35,405.37,136.32,0.6,15.84,286.29,276.52,9.77,272.8,167.42,18.83,43.26,43.3,1132.75,185.64,26.86,158.77,595.6,126.64,468.97,227.21,0.11,12.54,214.56,13.81,5.31,0.39,8.11,339.47,313.71,25.76,136.65,1266.77,62.0,1204.78,262.88,0.54,397.01
7870.55,1583.57,183.11,710.58,521.29,168.05,0.53,48.23,267.81,251.06,16.76,326.82,184.04,26.12,61.89,54.77,1336.37,325.62,37.73,287.89,840.52,179.91,660.61,277.5,0.74,22.82,253.94,164.33,3.6,159.17,1.57,320.98,277.78,43.2,186.39,1476.7,53.01,1423.69,246.4,1.86,467.44,6939.88,1405.96,62.62,764.42,432.18,145.92,0.82,17.39,289.34,280.39,8.94,268.88,164.59,17.98,45.33,40.98,1167.19,274.18,27.22,246.96,623.21,135.27,487.94,242.11,0.34,11.27,230.51,15.8,4.94,0.46,10.4,328.45,298.97,29.49,141.75,1426.91,75.92,1351.0,330.67,0.62,407.42
7837.58,1566.97,152.03,692.74,546.32,175.33,0.55,40.32,302.44,285.96,16.48,268.06,131.15,21.26,62.39,53.26,1360.27,220.9,35.12,185.78,870.69,187.91,682.79,273.17,0.52,22.75,249.9,130.1,3.95,124.19,1.95,295.34,251.63,43.71,269.31,1558.47,75.72,1482.76,222.88,1.58,457.07,7118.52,1421.19,47.43,759.44,458.03,155.33,0.96,15.73,333.97,325.05,8.92,225.41,123.15,15.91,45.26,41.1,1204.13,185.14,27.21,157.93,646.25,140.31,505.94,231.79,0.34,10.89,220.55,22.37,5.59,0.63,16.15,323.05,292.95,30.1,154.5,1577.01,107.77,1469.23,372.05,0.44,405.49
7848.08,1719.98,196.02,773.77,575.56,174.11,0.52,29.63,453.24,415.03,38.21,332.46,196.24,25.17,56.79,54.25,1364.69,189.39,39.08,150.31,770.04,168.02,602.01,255.3,0.44,23.27,231.59,94.6,5.49,87.21,1.9,344.99,298.32,46.67,190.38,1401.67,46.26,1355.41,222.53,1.51,477.67,7067.17,1557.33,68.81,852.97,485.57,149.25,0.75,12.34,501.4,478.15,23.25,272.01,172.14,17.73,40.24,41.9,1184.33,156.15,27.69,128.46,587.4,122.01,465.39,261.48,0.43,10.54,250.52,14.46,5.22,0.28,8.96,339.34,307.89,31.44,133.35,1296.32,64.45,1231.87,329.74,0.38,421.14
7734.66,1481.51,235.87,617.89,455.11,171.94,0.69,40.58,295.53,277.91,17.63,402.44,262.2,28.69,56.05,55.51,1393.52,206.84,40.14,166.7,821.99,172.53,649.46,261.38,0.68,20.33,240.36,108.67,5.86,100.0,2.81,402.27,364.66,37.6,181.79,1440.19,59.46,1380.73,233.73,1.48,462.75,6846.46,1280.52,84.76,658.93,387.92,148.1,0.82,15.84,294.44,285.43,9.0,326.5,224.32,19.17,41.66,41.34,1222.92,159.32,29.47,129.85,613.01,124.3,488.71,290.93,0.22,12.67,278.04,16.63,5.5,0.62,10.51,392.03,367.08,24.95,136.59,1342.93,73.67,1269.26,342.95,0.64,411.23
7671.77,1436.64,224.33,606.66,446.71,158.22,0.73,39.69,301.79,284.41,17.38,392.12,259.26,27.16,50.49,55.22,1400.69,239.3,34.92,204.38,841.72,175.86,665.86,276.4,0.41,19.9,256.1,107.11,3.76,100.56,2.79,381.72,342.75,38.97,182.33,1371.56,52.22,1319.35,224.53,1.91,474.23,6725.45,1228.35,85.4,638.23,366.56,137.08,1.08,16.24,299.59,289.9,9.69,327.52,231.17,17.81,36.95,41.59,1221.84,166.76,26.74,140.02,638.08,129.73,508.35,284.49,0.25,11.15,273.09,15.26,4.9,0.56,9.8,375.03,349.32,25.7,140.92,1295.72,69.73,1225.99,307.99,0.5,407.16
7845.42,1497.38,240.14,640.04,461.41,155.18,0.6,43.67,295.62,279.79,15.83,379.14,243.83,27.4,52.4,55.52,1322.44,220.06,35.16,184.9,896.68,178.2,718.48,284.23,0.43,18.35,265.45,139.9,4.26,133.79,1.84,352.29,303.31,48.98,186.12,1514.52,65.95,1448.57,236.24,1.6,475.54,6822.31,1306.34,89.81,687.09,394.34,133.99,1.12,15.24,315.4,306.09,9.31,314.81,215.81,18.46,39.18,41.37,1177.56,170.3,24.93,145.37,674.14,138.94,535.2,278.73,0.22,7.97,270.54,12.09,4.05,0.42,7.62,321.28,286.97,34.32,145.46,1350.1,68.4,1281.7,323.99,0.69,416.18
7581.54,1460.55,184.47,642.38,483.3,149.56,0.84,54.05,336.36,309.44,26.92,301.9,169.31,21.26,56.14,55.2,1207.83,228.3,41.47,186.83,937.41,191.63,745.78,243.57,0.61,18.35,224.61,155.54,5.16,148.01,2.37,302.07,256.04,46.03,199.97,1429.12,84.33,1344.79,274.41,2.4,448.07,6683.02,1273.68,63.0,680.77,397.37,130.73,1.81,21.76,372.91,355.12,17.79,256.86,155.7,15.45,42.18,43.54,1105.84,164.79,29.28,135.5,722.87,145.16,577.71,271.08,0.31,9.12,261.65,12.67,4.08,0.62,7.97,262.05,230.78,31.27,158.92,1300.03,67.41,1232.62,368.03,1.51,390.02
