충북_합계,충북_종합소매,충북_ 백화점,충북_ 대형마트/유통전문점,충북_ 슈퍼마켓,충북_ 편의점,충북_ 면세점,충북_전자상거래/통신판매,충북_식료품,충북_ 일반식료품,충북_ 건강보조식품,충북_의류/잡화,충북_ 의복/직물,충북_ 복식잡화,충북_ 시계/귀금속/안경,충북_ 화장품,충북_연료,충북_가구/가전,충북_ 가구,충북_ 가전제품/정보통신기기,충북_의료/보건,충북_ 종합병원,충북_ 일반병의원/기타의료기관,충북_자동차,충북_ 국산자동차신품,충북_ 기타운송수단,충북_ 자동차 부품 및 정비,충북_여행/교통,충북_ 여행사/자동차임대,충북_ 항공사,충북_ 대중교통,충북_오락/문화,충북_ 스포츠/오락/여가,충북_ 서적/문구,충북_교육,충북_숙박/음식,충북_ 숙박,충북_ 음식점,충북_공과금/개인 및 전문 서비스,충북_금융/보험,충북_기타,충남_합계,충남_종합소매,충남_ 백화점,충남_ 대형마트/유통전문점,충남_ 슈퍼마켓,충남_ 편의점,충남_ 면세점,충남_전자상거래/통신판매,충남_식료품,충남_ 일반식료품,충남_ 건강보조식품,충남_의류/잡화,충남_ 의복/직물,충남_ 복식잡화,충남_ 시계/귀금속/안경,충남_ 화장품,충남_연료,충남_가구/가전,충남_ 가구,충남_ 가전제품/정보통신기기,충남_의료/보건,충남_ 종합병원,충남_ 일반병의원/기타의료기관,충남_자동차,충남_ 국산자동차신품,충남_ 기타운송수단,충남_ 자동차 부품 및 정비,충남_여행/교통,충남_ 여행사/자동차임대,충남_ 항공사,충남_ 대중교통,충남_오락/문화,충남_ 스포츠/오락/여가,충남_ 서적/문구,충남_교육,충남_숙박/음식,충남_ 숙박,충남_ 음식점,충남_공과금/개인 및 전문 서비스,충남_금융/보험,충남_기타
5924.88,1227.39,102.98,578.62,389.08,156.26,0.45,10.8,221.99,203.86,18.13,235.45,131.41,18.55,42.87,42.62,1076.32,248.36,48.32,200.04,594.1,111.26,482.84,193.13,1.34,8.48,183.31,4.12,3.09,0.0,1.03,269.75,233.11,36.65,221.53,1122.41,35.86,1086.55,186.3,1.76,311.45,9581.85,2075.31,89.64,1094.85,631.09,259.73,0.0,22.63,410.23,380.56,29.67,417.14,189.58,24.36,60.68,142.51,1443.3,355.87,47.43,308.44,829.53,135.26,694.27,266.26,0.25,14.69,251.32,9.48,2.6,0.66,6.22,332.14,288.11,44.03,415.28,1805.49,70.36,1735.13,410.14,1.9,787.16
6916.0,1284.49,116.21,582.01,399.45,186.0,0.83,12.94,189.94,173.65,16.29,298.44,170.64,24.56,52.46,50.78,1249.01,290.3,44.81,245.49,691.73,131.43,560.3,264.45,1.71,15.39,247.35,5.67,4.13,0.0,1.54,457.91,389.56,68.35,214.28,1316.39,40.61,1275.77,230.22,2.07,408.16,11262.45,2223.97,110.88,1127.14,670.41,315.54,0.0,28.64,394.83,363.77,31.06,505.3,239.58,32.42,73.01,160.28,1697.42,454.55,56.0,398.56,977.71,156.43,821.28,378.83,0.15,22.84,355.84,12.91,4.32,1.16,7.43,494.09,407.65,86.43,453.17,2166.22,73.04,2093.18,523.02,2.73,949.07
6811.52,1297.02,107.98,585.1,408.38,194.62,0.93,12.71,191.95,176.33,15.61,288.65,172.16,22.82,47.68,45.99,1241.82,268.42,40.2,228.23,675.84,127.56,548.28,253.94,1.27,14.52,238.14,6.51,3.67,0.0,2.84,463.37,425.11,38.26,182.63,1313.48,42.51,1270.97,217.91,1.83,395.45,11312.38,2239.39,104.17,1126.23,677.82,331.17,0.0,28.37,412.03,378.92,33.11,503.69,242.68,30.76,69.23,161.01,1706.13,400.81,50.32,350.49,959.86,153.86,806.0,567.36,0.18,20.7,546.49,14.72,5.33,0.75,8.64,474.44,425.05,49.39,389.65,2159.41,75.69,2083.73,513.29,2.33,940.89
7439.49,1411.82,117.92,631.88,448.48,213.41,0.13,11.86,215.25,194.16,21.09,316.53,187.78,25.91,53.04,49.79,1352.3,304.73,39.85,264.88,699.82,134.97,564.85,284.29,1.86,17.45,264.98,6.31,3.39,0.0,2.92,522.71,481.81,40.9,197.17,1441.03,46.17,1394.86,222.48,1.77,451.42,12290.47,2465.8,116.3,1245.36,741.22,362.93,0.0,27.38,445.07,402.65,42.43,536.42,265.86,33.52,76.21,160.83,1840.52,479.36,54.23,425.13,1009.88,163.12,846.77,619.77,0.28,26.21,593.29,14.28,4.33,0.87,9.08,534.88,484.03,50.86,424.78,2352.1,82.79,2269.32,531.44,2.28,1006.49
7031.85,1363.5,97.98,605.01,449.12,211.26,0.13,10.6,202.36,185.13,17.23,269.51,148.02,25.43,48.52,47.54,1272.57,284.05,37.56,246.49,659.94,127.1,532.84,271.52,1.22,15.95,254.35,6.03,3.65,0.0,2.39,482.42,446.79,35.63,196.93,1367.55,43.91,1323.65,208.67,1.71,434.49,11538.45,2344.68,93.42,1173.55,719.15,358.56,0.0,23.82,401.22,367.42,33.8,475.01,217.08,32.8,70.88,154.25,1738.97,409.07,53.25,355.82,954.59,156.16,798.42,600.06,0.2,22.99,576.88,12.74,3.89,0.65,8.2,482.43,436.54,45.88,415.99,2241.88,84.42,2157.46,485.2,2.46,950.32
7043.17,1411.62,100.42,635.0,452.99,222.95,0.26,12.65,193.89,178.9,14.99,250.0,133.67,22.94,48.51,44.88,1248.03,303.36,39.8,263.56,697.44,134.66,562.77,266.64,1.17,15.12,250.35,6.0,3.85,0.0,2.15,435.75,395.15,40.6,206.31,1395.25,48.03,1347.22,203.38,1.93,410.92,11645.56,2402.01,93.52,1218.18,715.1,375.21,0.0,27.82,374.54,343.06,31.48,455.59,200.34,31.07,72.04,152.13,1678.26,446.75,55.38,391.37,997.84,166.17,831.66,626.05,0.22,20.1,605.73,13.2,3.92,0.74,8.54,464.02,415.7,48.32,420.06,2308.93,106.17,2202.76,494.36,2.6,933.54
7391.63,1430.69,91.38,642.79,472.68,223.54,0.3,12.31,216.34,198.12,18.22,228.72,114.38,21.28,47.05,46.01,1355.89,309.31,44.52,264.79,701.9,136.87,565.04,284.26,1.63,16.25,266.38,6.88,3.78,0.0,3.1,416.34,375.17,41.17,268.95,1497.8,66.51,1431.3,204.81,2.03,455.39,12186.92,2457.69,83.81,1245.03,749.14,379.71,0.0,28.66,433.66,401.57,32.09,424.62,170.36,29.13,76.58,148.53,1806.77,436.38,61.21,375.17,1014.3,165.78,848.52,660.6,0.26,21.76,638.58,15.56,4.86,0.83,9.86,467.2,417.98,49.23,466.63,2514.46,148.87,2365.6,493.74,2.67,963.98
6993.56,1497.09,114.03,693.75,471.65,217.51,0.16,11.44,290.54,261.51,29.03,259.42,152.89,22.79,43.09,40.64,1248.42,291.32,47.58,243.75,625.98,115.5,510.48,241.0,1.96,12.54,226.5,5.81,3.47,0.0,2.33,448.11,407.44,40.67,192.33,1299.22,40.81,1258.42,195.27,1.79,385.83,11445.56,2525.03,111.45,1299.05,744.22,370.31,0.0,28.52,580.31,527.07,53.24,448.64,216.54,28.42,61.79,141.89,1664.39,375.91,53.86,322.05,906.5,145.56,760.93,586.75,0.15,19.23,567.37,11.57,3.68,0.68,7.22,441.53,390.33,51.2,413.07,2083.83,75.17,2008.66,479.17,2.52,897.81
7399.72,1369.75,117.41,598.52,431.66,221.94,0.22,11.64,231.16,210.72,20.44,299.3,185.84,24.6,43.41,45.46,1351.44,311.61,63.46,248.15,725.68,128.21,597.47,288.27,3.1,17.4,267.77,7.62,3.91,0.0,3.71,543.86,508.19,35.67,194.97,1408.94,50.62,1358.32,220.57,2.29,432.63,12083.9,2325.12,120.74,1120.27,701.03,383.07,0.01,27.51,502.36,450.46,51.9,522.98,274.1,30.6,64.8,153.47,1808.18,382.91,56.12,326.79,1062.4,163.07,899.33,641.9,0.22,24.37,617.31,14.98,4.71,0.71,9.56,519.13,473.28,45.85,443.57,2308.17,83.14,2225.03,545.67,2.72,976.31
7327.86,1372.35,131.37,606.96,428.97,204.9,0.15,11.73,240.69,223.56,17.13,294.58,184.91,24.78,39.97,44.92,1378.47,302.41,42.94,259.46,705.96,132.08,573.88,306.86,4.78,14.36,287.72,6.53,3.72,0.0,2.81,499.28,464.28,35.0,199.7,1335.34,45.83,1289.5,213.38,1.76,458.83,11839.31,2270.23,122.89,1120.66,677.3,349.38,0.0,26.17,475.51,434.81,40.7,522.91,279.64,30.8,59.33,153.15,1842.72,410.21,46.71,363.5,1025.95,161.35,864.6,678.58,0.2,19.0,659.38,14.02,4.4,0.6,9.03,480.05,435.0,45.06,451.08,2149.15,72.47,2076.68,537.83,2.39,952.51
7251.52,1378.33,136.47,621.43,417.49,202.75,0.2,13.2,226.2,209.81,16.39,292.44,175.38,26.22,44.54,46.3,1403.66,251.07,41.38,209.69,732.41,135.77,596.64,287.46,1.75,12.35,273.35,4.97,3.39,0.0,1.58,364.75,317.92,46.84,199.4,1441.12,45.44,1395.68,221.99,2.12,432.39,11929.03,2278.55,125.49,1147.86,662.39,342.81,0.0,31.27,432.59,403.19,29.4,529.82,263.03,30.64,65.69,170.46,1869.33,362.61,52.35,310.26,1044.97,166.51,878.46,682.28,0.17,16.87,665.24,11.94,3.96,0.19,7.79,435.33,375.91,59.41,453.55,2321.34,78.05,2243.29,551.24,3.57,920.65
6996.33,1476.71,102.7,690.19,490.89,191.85,1.08,13.06,302.54,274.04,28.5,256.77,149.33,20.69,42.91,43.85,1355.57,254.6,36.36,218.24,724.22,134.99,589.23,228.38,1.24,11.11,216.03,5.19,4.14,0.0,1.05,282.66,243.25,39.41,207.67,1291.93,41.59,1250.34,212.76,1.99,382.28,11573.14,2439.74,93.27,1287.33,734.69,324.45,0.0,29.35,571.75,523.52,48.23,447.78,203.02,24.85,64.63,155.28,1803.83,364.68,45.44,319.24,1057.14,167.78,889.36,554.11,0.22,13.78,540.12,9.97,3.93,-0.03,6.08,361.19,312.51,48.67,454.76,2093.68,73.9,2019.78,512.58,3.14,869.43
6111.41,1196.13,66.22,519.76,427.34,182.41,0.4,20.34,183.01,168.37,14.64,201.88,102.8,19.06,38.71,41.31,1182.8,257.76,40.71,217.04,700.47,122.08,578.39,222.41,1.55,11.11,209.75,4.02,2.67,0.03,1.31,260.26,226.47,33.79,243.19,1061.16,28.68,1032.48,199.52,2.5,375.97,10079.64,2034.75,63.14,1008.89,653.88,308.69,0.14,40.37,341.74,318.07,23.67,381.63,146.31,23.49,58.55,153.28,1579.35,408.42,49.83,358.59,1008.24,149.22,859.02,504.84,0.28,18.2,486.35,9.35,3.89,-0.11,5.57,303.55,260.25,43.3,410.53,1720.28,48.87,1671.41,478.29,4.49,853.83
6249.16,1408.13,64.54,617.97,518.61,207.01,0.0,15.47,217.73,203.81,13.92,192.75,99.41,18.24,37.28,37.83,1159.63,275.75,41.87,233.87,642.49,99.16,543.33,249.28,2.17,16.3,230.81,3.29,2.15,0.0,1.14,357.35,321.08,36.27,117.09,1026.17,23.26,1002.91,196.32,2.04,385.67,9989.78,2345.58,55.13,1171.85,772.42,346.18,0.0,28.31,423.82,397.47,26.34,355.98,139.16,24.07,53.14,139.6,1557.96,398.33,48.99,349.34,876.86,116.03,760.83,530.31,0.16,24.68,505.47,7.23,2.63,0.0,4.6,324.49,282.05,42.44,207.49,1597.26,40.68,1556.58,456.73,3.58,875.86
6402.73,1356.36,80.22,593.09,478.75,204.3,0.0,13.81,217.2,203.51,13.68,218.24,119.96,20.66,37.73,39.88,1059.55,265.16,40.37,224.79,672.6,107.88,564.71,263.84,2.8,19.98,241.06,3.28,2.1,0.0,1.18,436.61,400.9,35.71,142.7,1143.38,24.74,1118.65,200.51,2.24,407.26,10488.9,2290.62,83.63,1146.92,713.3,346.76,0.0,31.01,442.54,417.44,25.11,403.77,178.69,26.94,55.37,142.77,1437.1,416.58,51.56,365.02,968.54,133.02,835.53,556.92,0.18,30.69,526.04,7.89,2.92,0.0,4.97,399.89,353.6,46.29,296.36,1848.13,45.61,1802.52,478.39,3.03,908.13
7278.79,1494.16,89.59,665.89,510.67,227.91,0.1,43.77,254.87,236.94,17.94,310.56,187.82,27.15,53.12,42.47,1027.7,336.81,53.88,282.93,700.47,114.06,586.41,289.99,2.85,21.59,265.56,5.71,2.59,0.1,3.02,550.91,506.83,44.08,171.75,1421.71,37.83,1383.88,233.1,7.32,429.94,12266.59,2625.19,118.51,1317.79,793.72,395.01,0.16,90.99,529.38,491.48,37.91,585.46,313.88,35.82,81.06,154.7,1396.05,514.44,77.64,436.8,1051.16,143.67,907.49,647.37,2.37,35.63,609.37,11.41,3.07,0.36,7.98,545.35,486.93,58.42,390.64,2354.22,67.12,2287.09,541.9,10.77,972.25
7362.82,1532.15,85.89,733.72,458.97,253.44,0.12,62.25,230.34,217.43,12.91,270.08,158.0,26.13,44.4,41.56,1101.91,379.08,52.76,326.31,726.31,126.21,600.1,292.9,2.71,21.9,268.3,6.38,2.44,0.21,3.73,509.29,472.94,36.34,177.7,1367.85,40.01,1327.84,229.34,9.45,467.79,10862.71,2250.87,92.32,1059.46,705.95,393.0,0.13,67.04,375.68,350.4,25.28,472.72,244.57,30.24,61.81,136.1,1346.91,511.7,66.59,445.11,986.42,142.61,843.81,613.1,1.74,28.91,582.45,10.59,2.88,0.07,7.64,472.06,425.17,46.9,370.59,2002.69,63.91,1938.78,491.88,8.33,882.12
6699.31,1344.99,73.17,586.16,449.26,236.4,0.0,13.74,212.72,198.49,14.23,213.36,112.66,22.28,39.52,38.91,1078.78,279.8,42.3,237.51,709.85,125.25,584.6,286.03,2.17,21.19,262.67,4.14,2.26,0.0,1.89,445.04,412.13,32.91,186.96,1319.49,41.56,1277.93,208.33,2.18,393.89,11163.66,2309.32,76.66,1131.24,692.66,408.75,0.0,27.81,408.59,378.61,29.98,414.61,186.58,29.66,58.37,140.0,1449.46,424.3,53.53,370.77,1058.35,167.22,891.13,632.28,0.18,27.01,605.09,9.89,3.43,0.0,6.45,438.73,395.46,43.27,390.11,2159.34,79.49,2079.86,507.11,2.68,931.08
6856.68,1472.95,68.88,659.42,502.8,241.86,0.0,14.64,222.34,209.66,12.67,179.48,88.4,20.23,37.77,33.08,1085.34,321.95,40.27,281.68,667.63,118.5,549.13,282.86,2.37,17.45,263.05,3.94,1.94,0.0,2.0,408.58,375.41,33.17,256.5,1346.07,53.83,1292.25,195.06,2.04,397.28,11358.66,2525.08,70.68,1261.86,771.13,421.41,0.0,30.65,445.64,423.04,22.6,363.4,153.99,27.58,55.21,126.61,1463.18,511.91,57.04,454.86,975.94,158.56,817.37,655.98,0.23,27.97,627.77,10.27,3.53,0.0,6.74,415.01,371.85,43.16,393.19,2198.46,109.3,2089.16,465.31,2.42,902.23
6775.08,1499.57,80.88,673.11,509.05,236.53,0.0,14.22,308.13,281.12,27.01,207.73,115.1,18.75,35.38,38.51,1071.37,308.47,46.27,262.2,699.24,116.49,582.76,291.99,2.0,19.02,270.97,4.42,2.61,0.0,1.81,453.19,419.36,33.83,180.74,1130.9,32.23,1098.67,192.02,2.94,410.13,11302.12,2569.85,83.61,1280.55,787.77,417.93,0.0,31.58,618.94,569.28,49.66,411.19,188.78,27.52,50.81,144.08,1463.78,429.94,58.79,371.15,1030.77,152.55,878.23,643.25,0.34,29.84,613.07,10.31,3.85,0.0,6.46,407.74,364.19,43.55,397.76,1807.01,60.83,1746.18,529.76,2.78,947.46
6805.87,1389.11,105.17,595.73,453.91,234.29,0.0,12.77,245.25,227.74,17.51,257.61,167.95,19.74,35.01,34.91,1095.17,286.27,47.3,238.97,634.71,108.14,526.58,280.18,1.85,17.9,260.43,4.53,2.07,0.0,2.46,575.91,546.63,29.28,170.02,1255.39,44.24,1211.16,200.14,1.81,396.99,11318.83,2391.31,115.48,1128.35,734.98,412.49,0.01,29.78,550.23,509.16,41.06,497.77,283.18,29.58,52.22,132.79,1482.55,409.43,54.06,355.37,976.51,158.94,817.57,608.37,0.22,28.47,579.68,10.71,3.87,0.0,6.84,511.38,472.62,38.77,390.43,1998.11,77.32,1920.79,522.31,2.11,937.83
6834.55,1403.0,113.62,604.39,457.6,227.38,0.0,13.91,240.8,226.63,14.17,241.79,154.54,19.35,34.29,33.61,1123.0,321.13,43.29,277.84,654.79,113.16,541.63,295.31,3.15,16.65,275.51,4.04,1.97,0.0,2.07,516.26,487.89,28.38,172.57,1233.63,42.7,1190.93,213.79,1.97,398.56,11023.07,2324.36,109.7,1115.27,709.57,389.83,0.0,31.11,515.15,474.21,40.93,474.02,258.91,29.4,50.54,135.18,1485.97,456.44,48.4,408.05,977.51,159.85,817.66,546.89,0.23,19.82,526.83,9.08,2.79,0.0,6.3,453.95,415.02,38.93,388.42,1890.94,70.56,1820.38,520.34,2.39,946.49
6076.86,1380.62,79.93,587.88,493.29,219.52,0.0,16.68,229.6,216.47,13.14,196.85,111.34,17.73,33.87,33.91,1144.66,241.16,37.22,203.94,683.22,116.99,566.24,326.62,4.62,19.95,302.05,2.49,1.26,0.0,1.24,274.96,237.57,37.39,163.53,850.48,27.31,823.17,190.88,2.49,372.61,10630.84,2313.22,86.09,1125.27,723.54,378.32,0.0,35.4,466.48,428.36,38.12,440.44,213.03,29.48,55.05,142.89,1572.09,382.84,46.13,336.71,1034.66,166.76,867.89,615.34,0.2,20.05,595.09,9.12,3.05,0.0,6.07,343.13,290.97,52.16,383.59,1489.85,52.88,1436.97,564.1,3.73,976.87
5943.5,1374.79,76.36,594.78,497.15,206.51,0.0,14.81,230.64,215.52,15.12,182.32,94.81,16.67,37.55,33.3,1159.06,276.26,34.69,241.57,690.71,116.99,573.73,279.72,3.15,15.0,261.57,3.02,1.9,0.0,1.12,205.71,170.47,35.24,179.68,831.02,25.03,805.99,199.22,2.59,313.96,10248.2,2339.67,80.34,1147.03,758.43,353.86,0.0,29.57,451.11,419.89,31.22,375.26,170.27,25.98,56.2,122.81,1559.17,422.25,40.97,381.28,1041.69,174.1,867.59,557.21,0.21,17.62,539.38,8.48,3.58,0.0,4.89,262.5,216.16,46.33,414.66,1406.23,47.06,1359.17,505.68,3.12,871.58
5954.78,1343.6,85.51,599.85,466.49,191.75,0.0,10.2,266.44,245.74,20.7,175.55,89.84,15.52,39.16,31.02,1122.04,245.72,31.84,213.87,634.09,110.31,523.78,228.44,2.22,16.77,209.45,2.66,1.38,0.0,1.28,295.65,264.19,31.46,243.17,881.22,26.61,854.62,190.77,1.95,313.28,9882.93,2241.46,89.77,1129.2,695.95,326.53,0.0,23.7,507.34,470.6,36.74,356.35,158.12,23.34,55.54,119.36,1491.24,377.41,38.91,338.5,935.07,157.01,778.06,448.42,0.14,22.87,425.41,8.15,2.94,0.0,5.2,315.19,273.5,41.69,411.93,1448.0,50.55,1397.45,471.99,2.76,843.91
6939.21,1394.82,103.5,588.3,471.83,231.2,0.0,6.28,211.84,199.06,12.79,231.71,129.29,20.62,44.72,37.07,1278.78,279.24,39.28,239.96,718.0,120.51,597.48,290.89,2.64,23.06,265.19,2.98,1.32,0.01,1.66,523.56,475.77,47.79,194.32,1146.81,34.21,1112.6,243.65,2.41,413.91,11475.21,2361.59,116.57,1112.71,737.33,394.98,0.0,19.21,441.32,415.84,25.48,464.97,235.33,29.62,67.43,132.6,1734.14,417.97,49.07,368.9,1087.47,183.16,904.31,549.67,0.23,30.75,518.69,9.96,3.47,0.0,6.49,495.9,434.66,61.24,433.48,1912.41,64.56,1847.84,556.29,3.35,987.5
6918.83,1376.2,88.6,575.28,479.51,232.81,0.0,4.86,220.94,207.7,13.24,229.69,128.51,20.27,44.23,36.67,1280.11,250.31,38.48,211.83,703.48,120.78,582.7,300.93,2.4,23.05,275.49,3.79,1.83,0.03,1.93,553.2,520.09,33.11,176.6,1160.34,35.18,1125.16,227.52,2.34,428.53,11519.46,2346.94,94.17,1119.58,732.41,400.78,0.0,16.24,466.02,440.41,25.6,455.18,229.19,29.55,64.26,132.17,1737.06,374.38,45.2,329.18,1088.1,184.33,903.77,562.87,0.2,31.52,531.15,9.86,3.38,0.0,6.48,502.16,455.44,46.72,405.63,1976.98,71.6,1905.38,544.95,3.09,1030.0
7375.3,1527.37,106.82,651.73,521.31,247.52,0.0,5.26,252.29,236.76,15.53,243.58,137.2,21.91,47.1,37.36,1283.4,286.3,36.91,249.39,687.04,114.87,572.18,289.89,0.06,19.51,270.32,3.63,1.44,0.04,2.15,598.26,560.33,37.94,182.64,1319.73,41.33,1278.4,238.32,1.75,455.83,12158.17,2633.66,141.69,1267.41,795.52,429.04,0.0,4.12,525.48,490.23,35.26,467.09,236.78,32.79,66.52,131.0,1742.42,420.81,49.71,371.09,1058.8,173.99,884.81,544.06,0.26,32.56,511.23,9.73,2.86,0.0,6.86,554.66,503.97,50.68,432.0,2188.25,86.13,2102.12,545.06,2.93,1029.11
7181.93,1438.23,84.74,597.62,499.57,256.29,0.0,4.71,221.91,209.34,12.57,227.6,125.03,21.06,43.13,38.37,1295.69,278.21,36.97,241.24,712.76,122.91,589.85,311.18,0.16,17.53,293.49,4.35,1.97,0.04,2.34,576.19,545.93,30.26,185.21,1233.0,42.7,1190.3,226.86,2.47,463.57,11757.57,2441.3,98.12,1150.08,750.61,442.49,0.0,7.04,443.8,416.52,27.28,429.12,203.85,31.19,63.87,130.2,1745.01,411.02,46.8,364.22,1106.74,188.54,918.2,608.12,0.21,30.13,577.77,10.53,3.46,0.0,7.07,528.46,486.73,41.73,426.09,2046.33,84.46,1961.86,536.75,2.94,1014.33
7482.37,1505.62,84.64,635.72,516.77,268.5,0.0,5.13,235.38,223.07,12.3,213.99,110.03,20.8,44.49,38.68,1395.25,300.51,32.66,267.85,737.4,129.87,607.53,331.34,2.23,17.51,311.6,3.76,1.81,0.03,1.91,571.92,534.92,37.0,201.3,1291.66,51.6,1240.06,225.76,2.16,461.19,12343.93,2567.75,94.31,1228.29,784.93,460.22,0.0,7.96,453.49,424.55,28.94,416.57,181.23,32.66,68.62,134.06,1878.46,490.12,46.5,443.63,1163.69,197.91,965.78,665.45,0.27,27.39,637.79,10.2,3.44,0.0,6.76,512.62,464.01,48.61,453.77,2117.48,101.24,2016.25,564.24,3.44,1038.67
7264.96,1566.88,79.43,664.88,545.36,277.22,0.0,6.01,254.92,243.19,11.73,184.63,86.05,18.69,45.21,34.68,1328.06,253.77,34.41,219.36,711.45,122.04,589.42,290.09,0.61,17.93,271.54,4.82,1.85,0.02,2.95,512.2,478.53,33.67,277.75,1249.64,60.41,1189.23,208.32,2.39,414.02,12132.66,2683.23,99.34,1277.92,826.3,479.67,0.0,8.21,516.56,489.89,26.67,370.57,147.17,29.83,67.85,125.73,1840.42,433.61,47.0,386.61,1106.41,192.86,913.55,612.75,0.24,28.58,583.93,10.33,3.02,0.0,7.32,479.56,431.64,47.92,472.16,2120.26,123.53,1996.73,519.89,2.6,956.09
7177.38,1566.4,95.29,665.76,538.69,266.66,0.0,5.02,350.48,322.81,27.67,236.6,130.07,21.46,46.08,38.98,1292.51,222.75,34.84,187.92,659.55,114.44,545.1,277.91,1.23,18.34,258.34,4.65,1.9,0.04,2.7,575.12,538.29,36.83,189.71,1178.03,43.79,1134.24,206.93,2.04,409.67,12114.15,2687.77,108.73,1269.65,838.84,470.54,0.0,7.04,731.23,671.49,59.74,449.32,218.65,30.73,69.03,130.9,1793.59,362.67,46.57,316.09,1039.28,177.24,862.04,610.36,0.28,30.37,579.71,10.27,3.44,0.0,6.82,524.59,472.1,52.49,427.12,1937.19,86.31,1850.88,552.06,3.32,978.34
7746.64,1458.85,114.47,589.41,488.02,266.95,0.0,5.61,258.98,243.37,15.6,274.44,166.76,23.42,45.65,38.61,1460.71,256.98,45.24,211.74,755.56,126.58,628.98,332.59,3.19,18.31,311.08,5.32,1.95,0.02,3.35,677.7,643.94,33.76,188.93,1365.41,56.81,1308.6,247.37,2.09,456.09,12994.2,2523.28,146.65,1131.69,773.88,471.06,0.0,7.17,617.7,557.34,60.36,527.48,287.89,34.29,65.71,139.59,2035.35,404.75,52.11,352.64,1196.86,191.92,1004.94,688.58,0.27,30.0,658.31,11.67,4.12,0.01,7.54,585.69,537.79,47.9,467.66,2264.53,100.76,2163.78,610.34,4.83,1048.31
7750.62,1482.93,117.38,612.06,489.13,264.36,0.0,6.02,267.33,253.07,14.26,259.19,161.17,22.19,39.81,36.02,1563.51,253.07,37.47,215.6,736.9,117.51,619.39,331.94,5.73,12.44,313.77,5.11,2.13,0.06,2.93,599.79,569.84,29.95,184.86,1370.87,56.48,1314.39,241.76,1.9,445.44,12596.53,2460.39,135.91,1128.2,749.84,446.44,0.0,7.73,567.27,513.59,53.69,495.54,274.65,31.65,57.66,131.58,2074.99,428.75,48.43,380.32,1113.79,176.9,936.89,692.62,0.23,23.27,669.12,11.32,3.99,0.02,7.3,533.49,491.22,42.27,444.09,2160.69,94.94,2065.75,587.36,5.32,1013.18
7210.33,1407.43,113.02,576.21,467.73,250.47,0.0,6.44,253.85,240.64,13.22,247.78,142.08,21.67,44.5,39.53,1524.53,216.22,37.99,178.23,749.25,123.42,625.82,333.4,2.14,11.41,319.86,4.34,2.52,0.01,1.81,389.43,344.9,44.53,187.0,1210.67,43.45,1167.21,231.17,2.92,445.89,12188.72,2372.54,127.72,1090.48,729.96,424.38,0.0,7.29,512.93,474.52,38.41,483.16,243.43,32.07,62.45,145.21,2074.71,353.61,48.49,305.12,1145.45,187.46,957.99,728.02,0.22,19.97,707.83,10.7,4.2,0.0,6.51,430.5,372.01,58.5,453.58,1969.28,86.99,1882.29,615.65,7.09,1024.2
7066.11,1545.86,98.13,660.69,545.96,241.08,0.0,7.12,341.64,318.02,23.62,221.46,121.3,19.2,44.26,36.7,1457.28,223.56,35.49,188.07,768.3,125.34,642.96,280.28,0.12,11.09,269.07,3.17,1.73,0.03,1.41,279.64,244.19,35.45,193.27,1109.8,40.9,1068.9,235.05,2.28,397.41,12208.85,2636.92,125.22,1294.14,811.94,405.62,0.0,8.16,672.69,625.51,47.18,437.37,210.17,28.16,64.14,134.9,2010.06,377.84,48.28,329.56,1186.53,188.61,997.92,602.28,0.24,19.88,582.16,9.71,3.24,0.0,6.47,347.19,297.84,49.35,489.59,1868.68,82.5,1786.18,603.88,3.87,954.07
6119.37,1242.53,79.74,512.98,428.69,221.12,0.0,6.39,205.99,195.03,10.97,168.81,85.51,16.23,39.2,27.88,1333.0,227.41,30.13,197.28,691.22,103.29,587.93,221.67,1.24,11.74,208.69,3.0,1.62,0.02,1.36,289.57,259.26,30.31,243.28,935.27,38.27,897.0,196.94,2.24,352.05,10263.6,2151.87,99.43,1012.39,666.52,373.53,0.0,6.88,421.18,396.69,24.49,350.08,152.39,22.83,57.18,117.67,1799.07,385.98,43.13,342.86,1036.82,158.1,878.72,465.94,0.24,23.34,442.35,7.93,2.69,0.0,5.25,327.59,284.81,42.78,429.33,1566.43,76.59,1489.85,479.43,2.95,832.11
7410.51,1447.31,90.21,582.63,500.42,274.05,0.0,7.21,227.99,214.31,13.68,219.74,117.69,20.08,44.52,37.46,1605.61,216.03,32.15,183.88,791.7,116.25,675.44,288.96,7.72,16.62,264.62,3.53,1.67,0.03,1.83,522.85,474.57,48.28,193.59,1146.52,39.67,1106.86,260.48,2.76,476.24,12267.61,2514.57,115.37,1153.11,780.2,465.9,0.0,9.04,470.94,441.93,29.01,438.52,210.12,29.49,64.31,134.6,2237.49,380.19,45.52,334.67,1180.43,176.1,1004.33,575.98,0.23,34.36,541.39,9.37,3.1,0.0,6.27,503.49,435.43,68.05,458.67,1915.39,71.64,1843.75,585.46,3.62,983.92
7927.81,1456.17,103.98,585.29,495.25,271.66,0.0,6.67,245.37,229.23,16.14,255.0,149.81,22.48,45.77,36.94,1701.46,222.81,35.09,187.71,757.39,122.92,634.47,309.24,0.36,21.46,287.42,4.48,1.81,0.02,2.65,633.63,599.71,33.92,179.43,1367.44,46.89,1320.55,263.46,2.54,522.73,13103.19,2548.33,130.04,1174.99,776.05,467.24,0.0,6.86,542.73,507.16,35.57,495.07,259.2,33.2,66.65,136.03,2360.25,362.79,46.78,316.0,1156.83,189.06,967.77,616.54,0.24,35.57,580.73,10.21,3.03,0.0,7.18,584.77,536.24,48.53,444.93,2304.94,87.54,2217.4,612.33,3.76,1052.38
